route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
12_1,FULLW,12_1_PM_18,,,,
12_2,FULLW,12_2_PM_1,,,,
12_2,FULLW,12_2_PM_2,,,,
12_2,FULLW,12_2_PM_3,,,,
12_2,FULLW,12_2_PM_4,,,,
12_2,FULLW,12_2_PM_5,,,,
12_2,FULLW,12_2_PM_6,,,,
12_2,FULLW,12_2_PM_7,,,,
12_2,FULLW,12_2_PM_8,,,,
12_2,FULLW,12_2_PM_9,,,,
12_2,FULLW,12_2_PM_10,,,,
12_2,FULLW,12_2_PM_11,,,,
12_2,FULLW,12_2_PM_12,,,,
12_2,FULLW,12_2_PM_13,,,,
12_2,FULLW,12_2_PM_14,,,,
12_2,FULLW,12_2_PM_15,,,,
12_2,FULLW,12_2_PM_16,,,,
12_2,FULLW,12_2_PM_17,,,,
12_2,FULLW,12_2_PM_18,,,,
13_1,FULLW,13_1_PM_1,,,,
13_1,FULLW,13_1_PM_2,,,,
13_1,FULLW,13_1_PM_3,,,,
13_1,FULLW,13_1_PM_4,,,,
13_1,FULLW,13_1_PM_5,,,,
13_1,FULLW,13_1_PM_6,,,,
13_1,FULLW,13_1_PM_7,,,,
13_1,FULLW,13_1_PM_8,,,,
13_1,FULLW,13_1_PM_9,,,,
13_1,FULLW,13_1_PM_10,,,,
13_1,FULLW,13_1_PM_11,,,,
13_1,FULLW,13_1_PM_12,,,,
13_1,FULLW,13_1_PM_13,,,,
13_1,FULLW,13_1_PM_14,,,,
13_2,FULLW,13_2_PM_1,,,,
13_2,FULLW,13_2_PM_2,,,,
13_2,FULLW,13_2_PM_3,,,,
13_2,FULLW,13_2_PM_4,,,,
13_2,FULLW,13_2_PM_5,,,,
13_2,FULLW,13_2_PM_6,,,,
13_2,FULLW,13_2_PM_7,,,,
13_2,FULLW,13_2_PM_8,,,,
13_2,FULLW,13_2_PM_9,,,,
13_2,FULLW,13_2_PM_10,,,,
13_2,FULLW,13_2_PM_11,,,,
13_2,FULLW,13_2_PM_12,,,,
13_2,FULLW,13_2_PM_13,,,,
13_2,FULLW,13_2_PM_14,,,,
14_1,FULLW,14_1_PM_1,,,,
14_1,FULLW,14_1_PM_2,,,,
14_1,FULLW,14_1_PM_3,,,,
14_1,FULLW,14_1_PM_4,,,,
14_1,FULLW,14_1_PM_5,,,,
14_1,FULLW,14_1_PM_6,,,,
14_1,FULLW,14_1_PM_7,,,,
14_1,FULLW,14_1_PM_8,,,,
14_1,FULLW,14_1_PM_9,,,,
14_1,FULLW,14_1_PM_10,,,,
14_1,FULLW,14_1_PM_11,,,,
14_1,FULLW,14_1_PM_12,,,,
14_1,FULLW,14_1_PM_13,,,,
14_1,FULLW,14_1_PM_14,,,,
14_1,FULLW,14_1_PM_15,,,,
14_1,FULLW,14_1_PM_16,,,,
14_1,FULLW,14_1_PM_17,,,,
14_1,FULLW,14_1_PM_18,,,,
14_1,FULLW,14_1_PM_19,,,,
14_1,FULLW,14_1_PM_20,,,,
14_1,FULLW,14_1_PM_21,,,,
14_2,FULLW,14_2_PM_1,,,,
14_2,FULLW,14_2_PM_2,,,,
14_2,FULLW,14_2_PM_3,,,,
14_2,FULLW,14_2_PM_4,,,,
14_2,FULLW,14_2_PM_5,,,,
14_2,FULLW,14_2_PM_6,,,,
14_2,FULLW,14_2_PM_7,,,,
14_2,FULLW,14_2_PM_8,,,,
14_2,FULLW,14_2_PM_9,,,,
14_2,FULLW,14_2_PM_10,,,,
14_2,FULLW,14_2_PM_11,,,,
14_2,FULLW,14_2_PM_12,,,,
14_2,FULLW,14_2_PM_13,,,,
14_2,FULLW,14_2_PM_14,,,,
14_2,FULLW,14_2_PM_15,,,,
14_2,FULLW,14_2_PM_16,,,,
14_2,FULLW,14_2_PM_17,,,,
14_2,FULLW,14_2_PM_18,,,,
14_2,FULLW,14_2_PM_19,,,,
14_2,FULLW,14_2_PM_20,,,,
14_2,FULLW,14_2_PM_21,,,,
15_1,FULLW,15_1_PM_1,,,,
15_1,FULLW,15_1_PM_2,,,,
15_1,FULLW,15_1_PM_3,,,,
15_1,FULLW,15_1_PM_4,,,,
15_1,FULLW,15_1_PM_5,,,,
15_1,FULLW,15_1_PM_6,,,,
15_1,FULLW,15_1_PM_7,,,,
15_1,FULLW,15_1_PM_8,,,,
15_1,FULLW,15_1_PM_9,,,,
15_1,FULLW,15_1_PM_10,,,,
15_1,FULLW,15_1_PM_11,,,,
15_1,FULLW,15_1_PM_12,,,,
15_1,FULLW,15_1_PM_13,,,,
15_1,FULLW,15_1_PM_14,,,,
15_1,FULLW,15_1_PM_15,,,,
15_1,FULLW,15_1_PM_16,,,,
15_1,FULLW,15_1_PM_17,,,,
15_1,FULLW,15_1_PM_18,,,,
15_1,FULLW,15_1_PM_19,,,,
15_1,FULLW,15_1_PM_20,,,,
15_1,FULLW,15_1_PM_21,,,,
15_2,FULLW,15_2_PM_1,,,,
15_2,FULLW,15_2_PM_2,,,,
15_2,FULLW,15_2_PM_3,,,,
15_2,FULLW,15_2_PM_4,,,,
15_2,FULLW,15_2_PM_5,,,,
15_2,FULLW,15_2_PM_6,,,,
15_2,FULLW,15_2_PM_7,,,,
15_2,FULLW,15_2_PM_8,,,,
15_2,FULLW,15_2_PM_9,,,,
15_2,FULLW,15_2_PM_10,,,,
15_2,FULLW,15_2_PM_11,,,,
15_2,FULLW,15_2_PM_12,,,,
15_2,FULLW,15_2_PM_13,,,,
15_2,FULLW,15_2_PM_14,,,,
15_2,FULLW,15_2_PM_15,,,,
15_2,FULLW,15_2_PM_16,,,,
15_2,FULLW,15_2_PM_17,,,,
15_2,FULLW,15_2_PM_18,,,,
15_2,FULLW,15_2_PM_19,,,,
15_2,FULLW,15_2_PM_20,,,,
15_2,FULLW,15_2_PM_21,,,,
16_1,FULLW,16_1_PM_1,,,,
16_1,FULLW,16_1_PM_2,,,,
16_1,FULLW,16_1_PM_3,,,,
16_1,FULLW,16_1_PM_4,,,,
16_1,FULLW,16_1_PM_5,,,,
16_1,FULLW,16_1_PM_6,,,,
16_1,FULLW,16_1_PM_7,,,,
16_1,FULLW,16_1_PM_8,,,,
16_1,FULLW,16_1_PM_9,,,,
16_1,FULLW,16_1_PM_10,,,,
16_1,FULLW,16_1_PM_11,,,,
16_1,FULLW,16_1_PM_12,,,,
16_1,FULLW,16_1_PM_13,,,,
16_1,FULLW,16_1_PM_14,,,,
16_1,FULLW,16_1_PM_15,,,,
16_1,FULLW,16_1_PM_16,,,,
16_1,FULLW,16_1_PM_17,,,,
16_1,FULLW,16_1_PM_18,,,,
16_1,FULLW,16_1_PM_19,,,,
16_1,FULLW,16_1_PM_20,,,,
16_1,FULLW,16_1_PM_21,,,,
16_2,FULLW,16_2_PM_1,,,,
16_2,FULLW,16_2_PM_2,,,,
16_2,FULLW,16_2_PM_3,,,,
16_2,FULLW,16_2_PM_4,,,,
16_2,FULLW,16_2_PM_5,,,,
16_2,FULLW,16_2_PM_6,,,,
16_2,FULLW,16_2_PM_7,,,,
16_2,FULLW,16_2_PM_8,,,,
16_2,FULLW,16_2_PM_9,,,,
16_2,FULLW,16_2_PM_10,,,,
16_2,FULLW,16_2_PM_11,,,,
16_2,FULLW,16_2_PM_12,,,,
16_2,FULLW,16_2_PM_13,,,,
16_2,FULLW,16_2_PM_14,,,,
16_2,FULLW,16_2_PM_15,,,,
16_2,FULLW,16_2_PM_16,,,,
16_2,FULLW,16_2_PM_17,,,,
16_2,FULLW,16_2_PM_18,,,,
16_2,FULLW,16_2_PM_19,,,,
16_2,FULLW,16_2_PM_20,,,,
16_2,FULLW,16_2_PM_21,,,,
17_1,FULLW,17_1_PM_1,,,,
17_1,FULLW,17_1_PM_2,,,,
17_1,FULLW,17_1_PM_3,,,,
17_1,FULLW,17_1_PM_4,,,,
17_1,FULLW,17_1_PM_5,,,,
17_1,FULLW,17_1_PM_6,,,,
17_1,FULLW,17_1_PM_7,,,,
17_1,FULLW,17_1_PM_8,,,,
17_1,FULLW,17_1_PM_9,,,,
17_1,FULLW,17_1_PM_10,,,,
17_1,FULLW,17_1_PM_11,,,,
17_1,FULLW,17_1_PM_12,,,,
17_1,FULLW,17_1_PM_13,,,,
17_1,FULLW,17_1_PM_14,,,,
17_1,FULLW,17_1_PM_15,,,,
17_1,FULLW,17_1_PM_16,,,,
17_1,FULLW,17_1_PM_17,,,,
17_1,FULLW,17_1_PM_18,,,,
17_1,FULLW,17_1_PM_19,,,,
17_1,FULLW,17_1_PM_20,,,,
17_1,FULLW,17_1_PM_21,,,,
17_2,FULLW,17_2_PM_1,,,,
17_2,FULLW,17_2_PM_2,,,,
17_2,FULLW,17_2_PM_3,,,,
17_2,FULLW,17_2_PM_4,,,,
17_2,FULLW,17_2_PM_5,,,,
17_2,FULLW,17_2_PM_6,,,,
17_2,FULLW,17_2_PM_7,,,,
17_2,FULLW,17_2_PM_8,,,,
17_2,FULLW,17_2_PM_9,,,,
17_2,FULLW,17_2_PM_10,,,,
17_2,FULLW,17_2_PM_11,,,,
17_2,FULLW,17_2_PM_12,,,,
17_2,FULLW,17_2_PM_13,,,,
17_2,FULLW,17_2_PM_14,,,,
17_2,FULLW,17_2_PM_15,,,,
17_2,FULLW,17_2_PM_16,,,,
17_2,FULLW,17_2_PM_17,,,,
17_2,FULLW,17_2_PM_18,,,,
17_2,FULLW,17_2_PM_19,,,,
17_2,FULLW,17_2_PM_20,,,,
17_2,FULLW,17_2_PM_21,,,,
18_1,FULLW,18_1_PM_1,,,,
18_1,FULLW,18_1_PM_2,,,,
18_1,FULLW,18_1_PM_3,,,,
18_1,FULLW,18_1_PM_4,,,,
18_1,FULLW,18_1_PM_5,,,,
18_1,FULLW,18_1_PM_6,,,,
18_1,FULLW,18_1_PM_7,,,,
18_1,FULLW,18_1_PM_8,,,,
18_1,FULLW,18_1_PM_9,,,,
18_1,FULLW,18_1_PM_10,,,,
18_1,FULLW,18_1_PM_11,,,,
18_1,FULLW,18_1_PM_12,,,,
18_1,FULLW,18_1_PM_13,,,,
18_1,FULLW,18_1_PM_14,,,,
18_2,FULLW,18_2_PM_1,,,,
18_2,FULLW,18_2_PM_2,,,,
18_2,FULLW,18_2_PM_3,,,,
18_2,FULLW,18_2_PM_4,,,,
18_2,FULLW,18_2_PM_5,,,,
18_2,FULLW,18_2_PM_6,,,,
18_2,FULLW,18_2_PM_7,,,,
18_2,FULLW,18_2_PM_8,,,,
18_2,FULLW,18_2_PM_9,,,,
18_2,FULLW,18_2_PM_10,,,,
18_2,FULLW,18_2_PM_11,,,,
18_2,FULLW,18_2_PM_12,,,,
18_2,FULLW,18_2_PM_13,,,,
18_2,FULLW,18_2_PM_14,,,,
19_1,FULLW,19_1_PM_1,,,,
19_1,FULLW,19_1_PM_2,,,,
19_1,FULLW,19_1_PM_3,,,,
19_1,FULLW,19_1_PM_4,,,,
19_1,FULLW,19_1_PM_5,,,,
19_1,FULLW,19_1_PM_6,,,,
19_1,FULLW,19_1_PM_7,,,,
19_1,FULLW,19_1_PM_8,,,,
19_1,FULLW,19_1_PM_9,,,,
19_1,FULLW,19_1_PM_10,,,,
19_1,FULLW,19_1_PM_11,,,,
19_1,FULLW,19_1_PM_12,,,,
19_1,FULLW,19_1_PM_13,,,,
19_1,FULLW,19_1_PM_14,,,,
19_1,FULLW,19_1_PM_15,,,,
19_1,FULLW,19_1_PM_16,,,,
19_1,FULLW,19_1_PM_17,,,,
19_1,FULLW,19_1_PM_18,,,,
19_1,FULLW,19_1_PM_19,,,,
19_1,FULLW,19_1_PM_20,,,,
19_1,FULLW,19_1_PM_21,,,,
19_2,FULLW,19_2_PM_1,,,,
19_2,FULLW,19_2_PM_2,,,,
19_2,FULLW,19_2_PM_3,,,,
19_2,FULLW,19_2_PM_4,,,,
19_2,FULLW,19_2_PM_5,,,,
19_2,FULLW,19_2_PM_6,,,,
19_2,FULLW,19_2_PM_7,,,,
19_2,FULLW,19_2_PM_8,,,,
19_2,FULLW,19_2_PM_9,,,,
19_2,FULLW,19_2_PM_10,,,,
19_2,FULLW,19_2_PM_11,,,,
19_2,FULLW,19_2_PM_12,,,,
19_2,FULLW,19_2_PM_13,,,,
19_2,FULLW,19_2_PM_14,,,,
19_2,FULLW,19_2_PM_15,,,,
19_2,FULLW,19_2_PM_16,,,,
19_2,FULLW,19_2_PM_17,,,,
19_2,FULLW,19_2_PM_18,,,,
19_2,FULLW,19_2_PM_19,,,,
19_2,FULLW,19_2_PM_20,,,,
19_2,FULLW,19_2_PM_21,,,,
20A_1,FULLW,20A_1_PM_1,,,,
20A_1,FULLW,20A_1_PM_2,,,,
20A_1,FULLW,20A_1_PM_3,,,,
20A_1,FULLW,20A_1_PM_4,,,,
20A_1,FULLW,20A_1_PM_5,,,,
20A_1,FULLW,20A_1_PM_6,,,,
20A_1,FULLW,20A_1_PM_7,,,,
20A_1,FULLW,20A_1_PM_8,,,,
20A_1,FULLW,20A_1_PM_9,,,,
20A_1,FULLW,20A_1_PM_10,,,,
20A_1,FULLW,20A_1_PM_11,,,,
20A_2,FULLW,20A_2_PM_1,,,,
20A_2,FULLW,20A_2_PM_2,,,,
20A_2,FULLW,20A_2_PM_3,,,,
20A_2,FULLW,20A_2_PM_4,,,,
20A_2,FULLW,20A_2_PM_5,,,,
20A_2,FULLW,20A_2_PM_6,,,,
20A_2,FULLW,20A_2_PM_7,,,,
20A_2,FULLW,20A_2_PM_8,,,,
20A_2,FULLW,20A_2_PM_9,,,,
20A_2,FULLW,20A_2_PM_10,,,,
20A_2,FULLW,20A_2_PM_11,,,,
20B_1,FULLW,20B_1_PM_1,,,,
20B_1,FULLW,20B_1_PM_2,,,,
20B_1,FULLW,20B_1_PM_3,,,,
20B_1,FULLW,20B_1_PM_4,,,,
20B_1,FULLW,20B_1_PM_5,,,,
20B_1,FULLW,20B_1_PM_6,,,,
20B_1,FULLW,20B_1_PM_7,,,,
20B_1,FULLW,20B_1_PM_8,,,,
20B_1,FULLW,20B_1_PM_9,,,,
20B_1,FULLW,20B_1_PM_10,,,,
20B_2,FULLW,20B_2_PM_1,,,,
20B_2,FULLW,20B_2_PM_2,,,,
20B_2,FULLW,20B_2_PM_3,,,,
20B_2,FULLW,20B_2_PM_4,,,,
20B_2,FULLW,20B_2_PM_5,,,,
20B_2,FULLW,20B_2_PM_6,,,,
20B_2,FULLW,20B_2_PM_7,,,,
20B_2,FULLW,20B_2_PM_8,,,,
20B_2,FULLW,20B_2_PM_9,,,,
20C_1,FULLW,20C_1_PM_1,,,,
20C_1,FULLW,20C_1_PM_2,,,,
20C_1,FULLW,20C_1_PM_3,,,,
20C_1,FULLW,20C_1_PM_4,,,,
20C_1,FULLW,20C_1_PM_5,,,,
20C_1,FULLW,20C_1_PM_6,,,,
20C_2,FULLW,20C_2_PM_1,,,,
20C_2,FULLW,20C_2_PM_2,,,,
20C_2,FULLW,20C_2_PM_3,,,,
20C_2,FULLW,20C_2_PM_4,,,,
20C_2,FULLW,20C_2_PM_5,,,,
20C_2,FULLW,20C_2_PM_6,,,,
21A_1,FULLW,21A_1_PM_1,,,,
21A_1,FULLW,21A_1_PM_2,,,,
21A_1,FULLW,21A_1_PM_3,,,,
21A_1,FULLW,21A_1_PM_4,,,,
21A_1,FULLW,21A_1_PM_5,,,,
21A_1,FULLW,21A_1_PM_6,,,,
21A_1,FULLW,21A_1_PM_7,,,,
21A_1,FULLW,21A_1_PM_8,,,,
21A_1,FULLW,21A_1_PM_9,,,,
21A_1,FULLW,21A_1_PM_10,,,,
21A_1,FULLW,21A_1_PM_11,,,,
21A_1,FULLW,21A_1_PM_12,,,,
21A_1,FULLW,21A_1_PM_13,,,,
21A_1,FULLW,21A_1_PM_14,,,,
21A_1,FULLW,21A_1_PM_15,,,,
21A_1,FULLW,21A_1_PM_16,,,,
21A_1,FULLW,21A_1_PM_17,,,,
21A_1,FULLW,21A_1_PM_18,,,,
21A_1,FULLW,21A_1_PM_19,,,,
21A_1,FULLW,21A_1_PM_20,,,,
21A_1,FULLW,21A_1_PM_21,,,,
21A_2,FULLW,21A_2_PM_1,,,,
21A_2,FULLW,21A_2_PM_2,,,,
21A_2,FULLW,21A_2_PM_3,,,,
21A_2,FULLW,21A_2_PM_4,,,,
21A_2,FULLW,21A_2_PM_5,,,,
21A_2,FULLW,21A_2_PM_6,,,,
21A_2,FULLW,21A_2_PM_7,,,,
21A_2,FULLW,21A_2_PM_8,,,,
21A_2,FULLW,21A_2_PM_9,,,,
21A_2,FULLW,21A_2_PM_10,,,,
21A_2,FULLW,21A_2_PM_11,,,,
21A_2,FULLW,21A_2_PM_12,,,,
21A_2,FULLW,21A_2_PM_13,,,,
21A_2,FULLW,21A_2_PM_14,,,,
21A_2,FULLW,21A_2_PM_15,,,,
21A_2,FULLW,21A_2_PM_16,,,,
21A_2,FULLW,21A_2_PM_17,,,,
21A_2,FULLW,21A_2_PM_18,,,,
21A_2,FULLW,21A_2_PM_19,,,,
21A_2,FULLW,21A_2_PM_20,,,,
21A_2,FULLW,21A_2_PM_21,,,,
21B_1,FULLW,21B_1_PM_1,,,,
21B_1,FULLW,21B_1_PM_2,,,,
21B_1,FULLW,21B_1_PM_3,,,,
21B_1,FULLW,21B_1_PM_4,,,,
21B_1,FULLW,21B_1_PM_5,,,,
21B_1,FULLW,21B_1_PM_6,,,,
21B_1,FULLW,21B_1_PM_7,,,,
21B_1,FULLW,21B_1_PM_8,,,,
21B_1,FULLW,21B_1_PM_9,,,,
21B_1,FULLW,21B_1_PM_10,,,,
21B_1,FULLW,21B_1_PM_11,,,,
21B_1,FULLW,21B_1_PM_12,,,,
21B_1,FULLW,21B_1_PM_13,,,,
21B_1,FULLW,21B_1_PM_14,,,,
21B_1,FULLW,21B_1_PM_15,,,,
21B_1,FULLW,21B_1_PM_16,,,,
21B_1,FULLW,21B_1_PM_17,,,,
21B_1,FULLW,21B_1_PM_18,,,,
21B_1,FULLW,21B_1_PM_19,,,,
21B_1,FULLW,21B_1_PM_20,,,,
21B_1,FULLW,21B_1_PM_21,,,,
21B_2,FULLW,21B_2_PM_1,,,,
21B_2,FULLW,21B_2_PM_2,,,,
21B_2,FULLW,21B_2_PM_3,,,,
21B_2,FULLW,21B_2_PM_4,,,,
21B_2,FULLW,21B_2_PM_5,,,,
21B_2,FULLW,21B_2_PM_6,,,,
21B_2,FULLW,21B_2_PM_7,,,,
21B_2,FULLW,21B_2_PM_8,,,,
21B_2,FULLW,21B_2_PM_9,,,,
21B_2,FULLW,21B_2_PM_10,,,,
21B_2,FULLW,21B_2_PM_11,,,,
21B_2,FULLW,21B_2_PM_12,,,,
21B_2,FULLW,21B_2_PM_13,,,,
21B_2,FULLW,21B_2_PM_14,,,,
21B_2,FULLW,21B_2_PM_15,,,,
21B_2,FULLW,21B_2_PM_16,,,,
21B_2,FULLW,21B_2_PM_17,,,,
21B_2,FULLW,21B_2_PM_18,,,,
21B_2,FULLW,21B_2_PM_19,,,,
21B_2,FULLW,21B_2_PM_20,,,,
21B_2,FULLW,21B_2_PM_21,,,,
22A_1,FULLW,22A_1_PM_1,,,,
22A_1,FULLW,22A_1_PM_2,,,,
22A_1,FULLW,22A_1_PM_3,,,,
22A_1,FULLW,22A_1_PM_4,,,,
22A_1,FULLW,22A_1_PM_5,,,,
22A_1,FULLW,22A_1_PM_6,,,,
22A_1,FULLW,22A_1_PM_7,,,,
22A_1,FULLW,22A_1_PM_8,,,,
22A_1,FULLW,22A_1_PM_9,,,,
22A_1,FULLW,22A_1_PM_10,,,,
22A_1,FULLW,22A_1_PM_11,,,,
22A_1,FULLW,22A_1_PM_12,,,,
22A_1,FULLW,22A_1_PM_13,,,,
22A_1,FULLW,22A_1_PM_14,,,,
22A_1,FULLW,22A_1_PM_15,,,,
22A_1,FULLW,22A_1_PM_16,,,,
22A_1,FULLW,22A_1_PM_17,,,,
22A_1,FULLW,22A_1_PM_18,,,,
22A_1,FULLW,22A_1_PM_19,,,,
22A_1,FULLW,22A_1_PM_20,,,,
22A_1,FULLW,22A_1_PM_21,,,,
22A_1,FULLW,22A_1_PM_22,,,,
22A_1,FULLW,22A_1_PM_23,,,,
22A_1,FULLW,22A_1_PM_24,,,,
22A_1,FULLW,22A_1_PM_25,,,,
22A_1,FULLW,22A_1_PM_26,,,,
22A_1,FULLW,22A_1_PM_27,,,,
22A_1,FULLW,22A_1_PM_28,,,,
22A_1,FULLW,22A_1_PM_29,,,,
22A_2,FULLW,22A_2_PM_1,,,,
22A_2,FULLW,22A_2_PM_2,,,,
22A_2,FULLW,22A_2_PM_3,,,,
22A_2,FULLW,22A_2_PM_4,,,,
22A_2,FULLW,22A_2_PM_5,,,,
22A_2,FULLW,22A_2_PM_6,,,,
22A_2,FULLW,22A_2_PM_7,,,,
22A_2,FULLW,22A_2_PM_8,,,,
22A_2,FULLW,22A_2_PM_9,,,,
22A_2,FULLW,22A_2_PM_10,,,,
22A_2,FULLW,22A_2_PM_11,,,,
22A_2,FULLW,22A_2_PM_12,,,,
22A_2,FULLW,22A_2_PM_13,,,,
22A_2,FULLW,22A_2_PM_14,,,,
22A_2,FULLW,22A_2_PM_15,,,,
22A_2,FULLW,22A_2_PM_16,,,,
22A_2,FULLW,22A_2_PM_17,,,,
22A_2,FULLW,22A_2_PM_18,,,,
22A_2,FULLW,22A_2_PM_19,,,,
22A_2,FULLW,22A_2_PM_20,,,,
22A_2,FULLW,22A_2_PM_21,,,,
22A_2,FULLW,22A_2_PM_22,,,,
22A_2,FULLW,22A_2_PM_23,,,,
22A_2,FULLW,22A_2_PM_24,,,,
22A_2,FULLW,22A_2_PM_25,,,,
22A_2,FULLW,22A_2_PM_26,,,,
22A_2,FULLW,22A_2_PM_27,,,,
22A_2,FULLW,22A_2_PM_28,,,,
22A_2,FULLW,22A_2_PM_29,,,,
22B_1,FULLW,22B_1_PM_1,,,,
22B_1,FULLW,22B_1_PM_2,,,,
22B_1,FULLW,22B_1_PM_3,,,,
22B_1,FULLW,22B_1_PM_4,,,,
22B_1,FULLW,22B_1_PM_5,,,,
22B_1,FULLW,22B_1_PM_6,,,,
22B_1,FULLW,22B_1_PM_7,,,,
22B_1,FULLW,22B_1_PM_8,,,,
22B_1,FULLW,22B_1_PM_9,,,,
22B_1,FULLW,22B_1_PM_10,,,,
22B_1,FULLW,22B_1_PM_11,,,,
22B_1,FULLW,22B_1_PM_12,,,,
22B_1,FULLW,22B_1_PM_13,,,,
22B_1,FULLW,22B_1_PM_14,,,,
22B_1,FULLW,22B_1_PM_15,,,,
22B_1,FULLW,22B_1_PM_16,,,,
22B_1,FULLW,22B_1_PM_17,,,,
22B_1,FULLW,22B_1_PM_18,,,,
22B_2,FULLW,22B_2_PM_1,,,,
22B_2,FULLW,22B_2_PM_2,,,,
22B_2,FULLW,22B_2_PM_3,,,,
22B_2,FULLW,22B_2_PM_4,,,,
22B_2,FULLW,22B_2_PM_5,,,,
22B_2,FULLW,22B_2_PM_6,,,,
22B_2,FULLW,22B_2_PM_7,,,,
22B_2,FULLW,22B_2_PM_8,,,,
22B_2,FULLW,22B_2_PM_9,,,,
22B_2,FULLW,22B_2_PM_10,,,,
22B_2,FULLW,22B_2_PM_11,,,,
22B_2,FULLW,22B_2_PM_12,,,,
22B_2,FULLW,22B_2_PM_13,,,,
22B_2,FULLW,22B_2_PM_14,,,,
22B_2,FULLW,22B_2_PM_15,,,,
22B_2,FULLW,22B_2_PM_16,,,,
22B_2,FULLW,22B_2_PM_17,,,,
22B_2,FULLW,22B_2_PM_18,,,,
22C_1,FULLW,22C_1_PM_1,,,,
22C_1,FULLW,22C_1_PM_2,,,,
22C_1,FULLW,22C_1_PM_3,,,,
22C_1,FULLW,22C_1_PM_4,,,,
22C_1,FULLW,22C_1_PM_5,,,,
22C_1,FULLW,22C_1_PM_6,,,,
22C_1,FULLW,22C_1_PM_7,,,,
22C_1,FULLW,22C_1_PM_8,,,,
22C_1,FULLW,22C_1_PM_9,,,,
22C_1,FULLW,22C_1_PM_10,,,,
22C_1,FULLW,22C_1_PM_11,,,,
22C_2,FULLW,22C_2_PM_1,,,,
22C_2,FULLW,22C_2_PM_2,,,,
22C_2,FULLW,22C_2_PM_3,,,,
22C_2,FULLW,22C_2_PM_4,,,,
22C_2,FULLW,22C_2_PM_5,,,,
22C_2,FULLW,22C_2_PM_6,,,,
22C_2,FULLW,22C_2_PM_7,,,,
22C_2,FULLW,22C_2_PM_8,,,,
22C_2,FULLW,22C_2_PM_9,,,,
22C_2,FULLW,22C_2_PM_10,,,,
22C_2,FULLW,22C_2_PM_11,,,,
23_1,FULLW,23_1_PM_1,,,,
23_1,FULLW,23_1_PM_2,,,,
23_1,FULLW,23_1_PM_3,,,,
23_1,FULLW,23_1_PM_4,,,,
23_1,FULLW,23_1_PM_5,,,,
23_1,FULLW,23_1_PM_6,,,,
23_1,FULLW,23_1_PM_7,,,,
23_1,FULLW,23_1_PM_8,,,,
23_1,FULLW,23_1_PM_9,,,,
23_1,FULLW,23_1_PM_10,,,,
23_1,FULLW,23_1_PM_11,,,,
23_1,FULLW,23_1_PM_12,,,,
23_1,FULLW,23_1_PM_13,,,,
23_1,FULLW,23_1_PM_14,,,,
23_2,FULLW,23_2_PM_1,,,,
23_2,FULLW,23_2_PM_2,,,,
23_2,FULLW,23_2_PM_3,,,,
23_2,FULLW,23_2_PM_4,,,,
23_2,FULLW,23_2_PM_5,,,,
23_2,FULLW,23_2_PM_6,,,,
23_2,FULLW,23_2_PM_7,,,,
23_2,FULLW,23_2_PM_8,,,,
23_2,FULLW,23_2_PM_9,,,,
23_2,FULLW,23_2_PM_10,,,,
23_2,FULLW,23_2_PM_11,,,,
23_2,FULLW,23_2_PM_12,,,,
23_2,FULLW,23_2_PM_13,,,,
23_2,FULLW,23_2_PM_14,,,,
24_1,FULLW,24_1_PM_1,,,,
24_1,FULLW,24_1_PM_2,,,,
24_1,FULLW,24_1_PM_3,,,,
24_1,FULLW,24_1_PM_4,,,,
24_1,FULLW,24_1_PM_5,,,,
24_1,FULLW,24_1_PM_6,,,,
24_1,FULLW,24_1_PM_7,,,,
24_1,FULLW,24_1_PM_8,,,,
24_1,FULLW,24_1_PM_9,,,,
24_1,FULLW,24_1_PM_10,,,,
24_1,FULLW,24_1_PM_11,,,,
24_1,FULLW,24_1_PM_12,,,,
24_1,FULLW,24_1_PM_13,,,,
24_1,FULLW,24_1_PM_14,,,,
24_1,FULLW,24_1_PM_15,,,,
24_1,FULLW,24_1_PM_16,,,,
24_1,FULLW,24_1_PM_17,,,,
24_1,FULLW,24_1_PM_18,,,,
24_2,FULLW,24_2_PM_1,,,,
24_2,FULLW,24_2_PM_2,,,,
24_2,FULLW,24_2_PM_3,,,,
24_2,FULLW,24_2_PM_4,,,,
24_2,FULLW,24_2_PM_5,,,,
24_2,FULLW,24_2_PM_6,,,,
24_2,FULLW,24_2_PM_7,,,,
24_2,FULLW,24_2_PM_8,,,,
24_2,FULLW,24_2_PM_9,,,,
24_2,FULLW,24_2_PM_10,,,,
24_2,FULLW,24_2_PM_11,,,,
24_2,FULLW,24_2_PM_12,,,,
24_2,FULLW,24_2_PM_13,,,,
24_2,FULLW,24_2_PM_14,,,,
24_2,FULLW,24_2_PM_15,,,,
24_2,FULLW,24_2_PM_16,,,,
24_2,FULLW,24_2_PM_17,,,,
24_2,FULLW,24_2_PM_18,,,,
25_1,FULLW,25_1_PM_1,,,,
25_1,FULLW,25_1_PM_2,,,,
25_1,FULLW,25_1_PM_3,,,,
25_1,FULLW,25_1_PM_4,,,,
25_1,FULLW,25_1_PM_5,,,,
25_1,FULLW,25_1_PM_6,,,,
25_1,FULLW,25_1_PM_7,,,,
25_1,FULLW,25_1_PM_8,,,,
25_1,FULLW,25_1_PM_9,,,,
