route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
25_1,FULLW,25_1_PM_10,,,,
25_1,FULLW,25_1_PM_11,,,,
25_1,FULLW,25_1_PM_12,,,,
25_1,FULLW,25_1_PM_13,,,,
25_1,FULLW,25_1_PM_14,,,,
25_1,FULLW,25_1_PM_15,,,,
25_1,FULLW,25_1_PM_16,,,,
25_1,FULLW,25_1_PM_17,,,,
25_1,FULLW,25_1_PM_18,,,,
25_1,FULLW,25_1_PM_19,,,,
25_2,FULLW,25_2_PM_1,,,,
25_2,FULLW,25_2_PM_2,,,,
25_2,FULLW,25_2_PM_3,,,,
25_2,FULLW,25_2_PM_4,,,,
25_2,FULLW,25_2_PM_5,,,,
25_2,FULLW,25_2_PM_6,,,,
25_2,FULLW,25_2_PM_7,,,,
25_2,FULLW,25_2_PM_8,,,,
25_2,FULLW,25_2_PM_9,,,,
25_2,FULLW,25_2_PM_10,,,,
25_2,FULLW,25_2_PM_11,,,,
25_2,FULLW,25_2_PM_12,,,,
25_2,FULLW,25_2_PM_13,,,,
25_2,FULLW,25_2_PM_14,,,,
25_2,FULLW,25_2_PM_15,,,,
25_2,FULLW,25_2_PM_16,,,,
25_2,FULLW,25_2_PM_17,,,,
25_2,FULLW,25_2_PM_18,,,,
25_2,FULLW,25_2_PM_19,,,,
25_2,FULLW,25_2_PM_20,,,,
25_2,FULLW,25_2_PM_21,,,,
26_1,FULLW,26_1_PM_1,,,,
26_1,FULLW,26_1_PM_2,,,,
26_1,FULLW,26_1_PM_3,,,,
26_1,FULLW,26_1_PM_4,,,,
26_1,FULLW,26_1_PM_5,,,,
26_1,FULLW,26_1_PM_6,,,,
26_1,FULLW,26_1_PM_7,,,,
26_1,FULLW,26_1_PM_8,,,,
26_1,FULLW,26_1_PM_9,,,,
26_1,FULLW,26_1_PM_10,,,,
26_1,FULLW,26_1_PM_11,,,,
26_1,FULLW,26_1_PM_12,,,,
26_1,FULLW,26_1_PM_13,,,,
26_1,FULLW,26_1_PM_14,,,,
26_1,FULLW,26_1_PM_15,,,,
26_1,FULLW,26_1_PM_16,,,,
26_1,FULLW,26_1_PM_17,,,,
26_1,FULLW,26_1_PM_18,,,,
26_1,FULLW,26_1_PM_19,,,,
26_1,FULLW,26_1_PM_20,,,,
26_1,FULLW,26_1_PM_21,,,,
26_1,FULLW,26_1_PM_22,,,,
26_1,FULLW,26_1_PM_23,,,,
26_1,FULLW,26_1_PM_24,,,,
26_1,FULLW,26_1_PM_25,,,,
26_1,FULLW,26_1_PM_26,,,,
26_1,FULLW,26_1_PM_27,,,,
26_1,FULLW,26_1_PM_28,,,,
26_1,FULLW,26_1_PM_29,,,,
26_1,FULLW,26_1_PM_30,,,,
26_1,FULLW,26_1_PM_31,,,,
26_1,FULLW,26_1_PM_32,,,,
26_1,FULLW,26_1_PM_33,,,,
26_1,FULLW,26_1_PM_34,,,,
26_2,FULLW,26_2_PM_1,,,,
26_2,FULLW,26_2_PM_2,,,,
26_2,FULLW,26_2_PM_3,,,,
26_2,FULLW,26_2_PM_4,,,,
26_2,FULLW,26_2_PM_5,,,,
26_2,FULLW,26_2_PM_6,,,,
26_2,FULLW,26_2_PM_7,,,,
26_2,FULLW,26_2_PM_8,,,,
26_2,FULLW,26_2_PM_9,,,,
26_2,FULLW,26_2_PM_10,,,,
26_2,FULLW,26_2_PM_11,,,,
26_2,FULLW,26_2_PM_12,,,,
26_2,FULLW,26_2_PM_13,,,,
26_2,FULLW,26_2_PM_14,,,,
26_2,FULLW,26_2_PM_15,,,,
26_2,FULLW,26_2_PM_16,,,,
26_2,FULLW,26_2_PM_17,,,,
26_2,FULLW,26_2_PM_18,,,,
26_2,FULLW,26_2_PM_19,,,,
26_2,FULLW,26_2_PM_20,,,,
26_2,FULLW,26_2_PM_21,,,,
26_2,FULLW,26_2_PM_22,,,,
26_2,FULLW,26_2_PM_23,,,,
26_2,FULLW,26_2_PM_24,,,,
26_2,FULLW,26_2_PM_25,,,,
26_2,FULLW,26_2_PM_26,,,,
26_2,FULLW,26_2_PM_27,,,,
26_2,FULLW,26_2_PM_28,,,,
26_2,FULLW,26_2_PM_29,,,,
26_2,FULLW,26_2_PM_30,,,,
26_2,FULLW,26_2_PM_31,,,,
26_2,FULLW,26_2_PM_32,,,,
26_2,FULLW,26_2_PM_33,,,,
26_2,FULLW,26_2_PM_34,,,,
27_1,FULLW,27_1_PM_1,,,,
27_1,FULLW,27_1_PM_2,,,,
27_1,FULLW,27_1_PM_3,,,,
27_1,FULLW,27_1_PM_4,,,,
27_1,FULLW,27_1_PM_5,,,,
27_1,FULLW,27_1_PM_6,,,,
27_1,FULLW,27_1_PM_7,,,,
27_1,FULLW,27_1_PM_8,,,,
27_1,FULLW,27_1_PM_9,,,,
27_1,FULLW,27_1_PM_10,,,,
27_1,FULLW,27_1_PM_11,,,,
27_1,FULLW,27_1_PM_12,,,,
27_1,FULLW,27_1_PM_13,,,,
27_1,FULLW,27_1_PM_14,,,,
27_1,FULLW,27_1_PM_15,,,,
27_1,FULLW,27_1_PM_16,,,,
27_1,FULLW,27_1_PM_17,,,,
27_1,FULLW,27_1_PM_18,,,,
27_1,FULLW,27_1_PM_19,,,,
27_1,FULLW,27_1_PM_20,,,,
27_1,FULLW,27_1_PM_21,,,,
27_1,FULLW,27_1_PM_22,,,,
27_1,FULLW,27_1_PM_23,,,,
27_1,FULLW,27_1_PM_24,,,,
27_1,FULLW,27_1_PM_25,,,,
27_1,FULLW,27_1_PM_26,,,,
27_1,FULLW,27_1_PM_27,,,,
27_1,FULLW,27_1_PM_28,,,,
27_1,FULLW,27_1_PM_29,,,,
27_2,FULLW,27_2_PM_1,,,,
27_2,FULLW,27_2_PM_2,,,,
27_2,FULLW,27_2_PM_3,,,,
27_2,FULLW,27_2_PM_4,,,,
27_2,FULLW,27_2_PM_5,,,,
27_2,FULLW,27_2_PM_6,,,,
27_2,FULLW,27_2_PM_7,,,,
27_2,FULLW,27_2_PM_8,,,,
27_2,FULLW,27_2_PM_9,,,,
27_2,FULLW,27_2_PM_10,,,,
27_2,FULLW,27_2_PM_11,,,,
27_2,FULLW,27_2_PM_12,,,,
27_2,FULLW,27_2_PM_13,,,,
27_2,FULLW,27_2_PM_14,,,,
27_2,FULLW,27_2_PM_15,,,,
27_2,FULLW,27_2_PM_16,,,,
27_2,FULLW,27_2_PM_17,,,,
27_2,FULLW,27_2_PM_18,,,,
27_2,FULLW,27_2_PM_19,,,,
27_2,FULLW,27_2_PM_20,,,,
27_2,FULLW,27_2_PM_21,,,,
27_2,FULLW,27_2_PM_22,,,,
27_2,FULLW,27_2_PM_23,,,,
27_2,FULLW,27_2_PM_24,,,,
27_2,FULLW,27_2_PM_25,,,,
27_2,FULLW,27_2_PM_26,,,,
27_2,FULLW,27_2_PM_27,,,,
27_2,FULLW,27_2_PM_28,,,,
27_2,FULLW,27_2_PM_29,,,,
28_1,FULLW,28_1_PM_1,,,,
28_1,FULLW,28_1_PM_2,,,,
28_1,FULLW,28_1_PM_3,,,,
28_1,FULLW,28_1_PM_4,,,,
28_1,FULLW,28_1_PM_5,,,,
28_1,FULLW,28_1_PM_6,,,,
28_1,FULLW,28_1_PM_7,,,,
28_1,FULLW,28_1_PM_8,,,,
28_1,FULLW,28_1_PM_9,,,,
28_1,FULLW,28_1_PM_10,,,,
28_1,FULLW,28_1_PM_11,,,,
28_1,FULLW,28_1_PM_12,,,,
28_1,FULLW,28_1_PM_13,,,,
28_1,FULLW,28_1_PM_14,,,,
28_1,FULLW,28_1_PM_15,,,,
28_1,FULLW,28_1_PM_16,,,,
28_1,FULLW,28_1_PM_17,,,,
28_1,FULLW,28_1_PM_18,,,,
28_1,FULLW,28_1_PM_19,,,,
28_1,FULLW,28_1_PM_20,,,,
28_1,FULLW,28_1_PM_21,,,,
28_2,FULLW,28_2_PM_1,,,,
28_2,FULLW,28_2_PM_2,,,,
28_2,FULLW,28_2_PM_3,,,,
28_2,FULLW,28_2_PM_4,,,,
28_2,FULLW,28_2_PM_5,,,,
28_2,FULLW,28_2_PM_6,,,,
28_2,FULLW,28_2_PM_7,,,,
28_2,FULLW,28_2_PM_8,,,,
28_2,FULLW,28_2_PM_9,,,,
28_2,FULLW,28_2_PM_10,,,,
28_2,FULLW,28_2_PM_11,,,,
28_2,FULLW,28_2_PM_12,,,,
28_2,FULLW,28_2_PM_13,,,,
28_2,FULLW,28_2_PM_14,,,,
28_2,FULLW,28_2_PM_15,,,,
28_2,FULLW,28_2_PM_16,,,,
28_2,FULLW,28_2_PM_17,,,,
28_2,FULLW,28_2_PM_18,,,,
28_2,FULLW,28_2_PM_19,,,,
28_2,FULLW,28_2_PM_20,,,,
28_2,FULLW,28_2_PM_21,,,,
29_1,FULLW,29_1_PM_1,,,,
29_1,FULLW,29_1_PM_2,,,,
29_1,FULLW,29_1_PM_3,,,,
29_1,FULLW,29_1_PM_4,,,,
29_1,FULLW,29_1_PM_5,,,,
29_1,FULLW,29_1_PM_6,,,,
29_1,FULLW,29_1_PM_7,,,,
29_1,FULLW,29_1_PM_8,,,,
29_1,FULLW,29_1_PM_9,,,,
29_1,FULLW,29_1_PM_10,,,,
29_1,FULLW,29_1_PM_11,,,,
29_1,FULLW,29_1_PM_12,,,,
29_1,FULLW,29_1_PM_13,,,,
29_1,FULLW,29_1_PM_14,,,,
29_1,FULLW,29_1_PM_15,,,,
29_1,FULLW,29_1_PM_16,,,,
29_1,FULLW,29_1_PM_17,,,,
29_1,FULLW,29_1_PM_18,,,,
29_2,FULLW,29_2_PM_1,,,,
29_2,FULLW,29_2_PM_2,,,,
29_2,FULLW,29_2_PM_3,,,,
29_2,FULLW,29_2_PM_4,,,,
29_2,FULLW,29_2_PM_5,,,,
29_2,FULLW,29_2_PM_6,,,,
29_2,FULLW,29_2_PM_7,,,,
29_2,FULLW,29_2_PM_8,,,,
29_2,FULLW,29_2_PM_9,,,,
29_2,FULLW,29_2_PM_10,,,,
29_2,FULLW,29_2_PM_11,,,,
29_2,FULLW,29_2_PM_12,,,,
29_2,FULLW,29_2_PM_13,,,,
29_2,FULLW,29_2_PM_14,,,,
29_2,FULLW,29_2_PM_15,,,,
29_2,FULLW,29_2_PM_16,,,,
29_2,FULLW,29_2_PM_17,,,,
29_2,FULLW,29_2_PM_18,,,,
29_2,FULLW,29_2_PM_19,,,,
30_1,FULLW,30_1_PM_1,,,,
30_1,FULLW,30_1_PM_2,,,,
30_1,FULLW,30_1_PM_3,,,,
30_1,FULLW,30_1_PM_4,,,,
30_1,FULLW,30_1_PM_5,,,,
30_1,FULLW,30_1_PM_6,,,,
30_1,FULLW,30_1_PM_7,,,,
30_1,FULLW,30_1_PM_8,,,,
30_1,FULLW,30_1_PM_9,,,,
30_1,FULLW,30_1_PM_10,,,,
30_1,FULLW,30_1_PM_11,,,,
30_1,FULLW,30_1_PM_12,,,,
30_1,FULLW,30_1_PM_13,,,,
30_1,FULLW,30_1_PM_14,,,,
30_1,FULLW,30_1_PM_15,,,,
30_1,FULLW,30_1_PM_16,,,,
30_1,FULLW,30_1_PM_17,,,,
30_1,FULLW,30_1_PM_18,,,,
30_1,FULLW,30_1_PM_19,,,,
30_1,FULLW,30_1_PM_20,,,,
30_1,FULLW,30_1_PM_21,,,,
30_2,FULLW,30_2_PM_1,,,,
30_2,FULLW,30_2_PM_2,,,,
30_2,FULLW,30_2_PM_3,,,,
30_2,FULLW,30_2_PM_4,,,,
30_2,FULLW,30_2_PM_5,,,,
30_2,FULLW,30_2_PM_6,,,,
30_2,FULLW,30_2_PM_7,,,,
30_2,FULLW,30_2_PM_8,,,,
30_2,FULLW,30_2_PM_9,,,,
30_2,FULLW,30_2_PM_10,,,,
30_2,FULLW,30_2_PM_11,,,,
30_2,FULLW,30_2_PM_12,,,,
30_2,FULLW,30_2_PM_13,,,,
30_2,FULLW,30_2_PM_14,,,,
30_2,FULLW,30_2_PM_15,,,,
30_2,FULLW,30_2_PM_16,,,,
30_2,FULLW,30_2_PM_17,,,,
30_2,FULLW,30_2_PM_18,,,,
30_2,FULLW,30_2_PM_19,,,,
30_2,FULLW,30_2_PM_20,,,,
30_2,FULLW,30_2_PM_21,,,,
31_1,FULLW,31_1_PM_1,,,,
31_1,FULLW,31_1_PM_2,,,,
31_1,FULLW,31_1_PM_3,,,,
31_1,FULLW,31_1_PM_4,,,,
31_1,FULLW,31_1_PM_5,,,,
31_1,FULLW,31_1_PM_6,,,,
31_1,FULLW,31_1_PM_7,,,,
31_1,FULLW,31_1_PM_8,,,,
31_1,FULLW,31_1_PM_9,,,,
31_1,FULLW,31_1_PM_10,,,,
31_1,FULLW,31_1_PM_11,,,,
31_1,FULLW,31_1_PM_12,,,,
31_1,FULLW,31_1_PM_13,,,,
31_1,FULLW,31_1_PM_14,,,,
31_1,FULLW,31_1_PM_15,,,,
31_1,FULLW,31_1_PM_16,,,,
31_1,FULLW,31_1_PM_17,,,,
31_1,FULLW,31_1_PM_18,,,,
31_1,FULLW,31_1_PM_19,,,,
31_1,FULLW,31_1_PM_20,,,,
31_1,FULLW,31_1_PM_21,,,,
31_2,FULLW,31_2_PM_1,,,,
31_2,FULLW,31_2_PM_2,,,,
31_2,FULLW,31_2_PM_3,,,,
31_2,FULLW,31_2_PM_4,,,,
31_2,FULLW,31_2_PM_5,,,,
31_2,FULLW,31_2_PM_6,,,,
31_2,FULLW,31_2_PM_7,,,,
31_2,FULLW,31_2_PM_8,,,,
31_2,FULLW,31_2_PM_9,,,,
31_2,FULLW,31_2_PM_10,,,,
31_2,FULLW,31_2_PM_11,,,,
31_2,FULLW,31_2_PM_12,,,,
31_2,FULLW,31_2_PM_13,,,,
31_2,FULLW,31_2_PM_14,,,,
31_2,FULLW,31_2_PM_15,,,,
31_2,FULLW,31_2_PM_16,,,,
31_2,FULLW,31_2_PM_17,,,,
31_2,FULLW,31_2_PM_18,,,,
31_2,FULLW,31_2_PM_19,,,,
31_2,FULLW,31_2_PM_20,,,,
31_2,FULLW,31_2_PM_21,,,,
32_1,FULLW,32_1_PM_1,,,,
32_1,FULLW,32_1_PM_2,,,,
32_1,FULLW,32_1_PM_3,,,,
32_1,FULLW,32_1_PM_4,,,,
32_1,FULLW,32_1_PM_5,,,,
32_1,FULLW,32_1_PM_6,,,,
32_1,FULLW,32_1_PM_7,,,,
32_1,FULLW,32_1_PM_8,,,,
32_1,FULLW,32_1_PM_9,,,,
32_1,FULLW,32_1_PM_10,,,,
32_1,FULLW,32_1_PM_11,,,,
32_1,FULLW,32_1_PM_12,,,,
32_1,FULLW,32_1_PM_13,,,,
32_1,FULLW,32_1_PM_14,,,,
32_1,FULLW,32_1_PM_15,,,,
32_1,FULLW,32_1_PM_16,,,,
32_1,FULLW,32_1_PM_17,,,,
32_1,FULLW,32_1_PM_18,,,,
32_1,FULLW,32_1_PM_19,,,,
32_1,FULLW,32_1_PM_20,,,,
32_1,FULLW,32_1_PM_21,,,,
32_1,FULLW,32_1_PM_22,,,,
32_1,FULLW,32_1_PM_23,,,,
32_1,FULLW,32_1_PM_24,,,,
32_1,FULLW,32_1_PM_25,,,,
32_1,FULLW,32_1_PM_26,,,,
32_1,FULLW,32_1_PM_27,,,,
32_1,FULLW,32_1_PM_28,,,,
32_1,FULLW,32_1_PM_29,,,,
32_1,FULLW,32_1_PM_30,,,,
32_1,FULLW,32_1_PM_31,,,,
32_1,FULLW,32_1_PM_32,,,,
32_1,FULLW,32_1_PM_33,,,,
32_1,FULLW,32_1_PM_34,,,,
32_1,FULLW,32_1_PM_35,,,,
32_1,FULLW,32_1_PM_36,,,,
32_1,FULLW,32_1_PM_37,,,,
32_1,FULLW,32_1_PM_38,,,,
32_1,FULLW,32_1_PM_39,,,,
32_1,FULLW,32_1_PM_40,,,,
32_2,FULLW,32_2_PM_1,,,,
32_2,FULLW,32_2_PM_2,,,,
32_2,FULLW,32_2_PM_3,,,,
32_2,FULLW,32_2_PM_4,,,,
32_2,FULLW,32_2_PM_5,,,,
32_2,FULLW,32_2_PM_6,,,,
32_2,FULLW,32_2_PM_7,,,,
32_2,FULLW,32_2_PM_8,,,,
32_2,FULLW,32_2_PM_9,,,,
32_2,FULLW,32_2_PM_10,,,,
32_2,FULLW,32_2_PM_11,,,,
32_2,FULLW,32_2_PM_12,,,,
32_2,FULLW,32_2_PM_13,,,,
32_2,FULLW,32_2_PM_14,,,,
32_2,FULLW,32_2_PM_15,,,,
32_2,FULLW,32_2_PM_16,,,,
32_2,FULLW,32_2_PM_17,,,,
32_2,FULLW,32_2_PM_18,,,,
32_2,FULLW,32_2_PM_19,,,,
32_2,FULLW,32_2_PM_20,,,,
32_2,FULLW,32_2_PM_21,,,,
32_2,FULLW,32_2_PM_22,,,,
32_2,FULLW,32_2_PM_23,,,,
32_2,FULLW,32_2_PM_24,,,,
32_2,FULLW,32_2_PM_25,,,,
32_2,FULLW,32_2_PM_26,,,,
32_2,FULLW,32_2_PM_27,,,,
32_2,FULLW,32_2_PM_28,,,,
32_2,FULLW,32_2_PM_29,,,,
32_2,FULLW,32_2_PM_30,,,,
32_2,FULLW,32_2_PM_31,,,,
32_2,FULLW,32_2_PM_32,,,,
32_2,FULLW,32_2_PM_33,,,,
32_2,FULLW,32_2_PM_34,,,,
32_2,FULLW,32_2_PM_35,,,,
32_2,FULLW,32_2_PM_36,,,,
32_2,FULLW,32_2_PM_37,,,,
32_2,FULLW,32_2_PM_38,,,,
32_2,FULLW,32_2_PM_39,,,,
32_2,FULLW,32_2_PM_40,,,,
33_1,FULLW,33_1_PM_1,,,,
33_1,FULLW,33_1_PM_2,,,,
33_1,FULLW,33_1_PM_3,,,,
33_1,FULLW,33_1_PM_4,,,,
33_1,FULLW,33_1_PM_5,,,,
33_1,FULLW,33_1_PM_6,,,,
33_1,FULLW,33_1_PM_7,,,,
33_1,FULLW,33_1_PM_8,,,,
33_1,FULLW,33_1_PM_9,,,,
33_1,FULLW,33_1_PM_10,,,,
33_1,FULLW,33_1_PM_11,,,,
33_1,FULLW,33_1_PM_12,,,,
33_1,FULLW,33_1_PM_13,,,,
33_1,FULLW,33_1_PM_14,,,,
33_2,FULLW,33_2_PM_1,,,,
33_2,FULLW,33_2_PM_2,,,,
33_2,FULLW,33_2_PM_3,,,,
33_2,FULLW,33_2_PM_4,,,,
33_2,FULLW,33_2_PM_5,,,,
33_2,FULLW,33_2_PM_6,,,,
33_2,FULLW,33_2_PM_7,,,,
33_2,FULLW,33_2_PM_8,,,,
33_2,FULLW,33_2_PM_9,,,,
33_2,FULLW,33_2_PM_10,,,,
33_2,FULLW,33_2_PM_11,,,,
33_2,FULLW,33_2_PM_12,,,,
33_2,FULLW,33_2_PM_13,,,,
33_2,FULLW,33_2_PM_14,,,,
34_1,FULLW,34_1_PM_1,,,,
34_1,FULLW,34_1_PM_2,,,,
34_1,FULLW,34_1_PM_3,,,,
34_1,FULLW,34_1_PM_4,,,,
34_1,FULLW,34_1_PM_5,,,,
34_1,FULLW,34_1_PM_6,,,,
34_1,FULLW,34_1_PM_7,,,,
34_1,FULLW,34_1_PM_8,,,,
34_1,FULLW,34_1_PM_9,,,,
34_1,FULLW,34_1_PM_10,,,,
34_1,FULLW,34_1_PM_11,,,,
34_1,FULLW,34_1_PM_12,,,,
34_1,FULLW,34_1_PM_13,,,,
34_1,FULLW,34_1_PM_14,,,,
34_1,FULLW,34_1_PM_15,,,,
34_1,FULLW,34_1_PM_16,,,,
34_1,FULLW,34_1_PM_17,,,,
34_1,FULLW,34_1_PM_18,,,,
34_1,FULLW,34_1_PM_19,,,,
34_1,FULLW,34_1_PM_20,,,,
34_1,FULLW,34_1_PM_21,,,,
34_1,FULLW,34_1_PM_22,,,,
34_1,FULLW,34_1_PM_23,,,,
34_1,FULLW,34_1_PM_24,,,,
34_1,FULLW,34_1_PM_25,,,,
34_1,FULLW,34_1_PM_26,,,,
34_2,FULLW,34_2_PM_1,,,,
34_2,FULLW,34_2_PM_2,,,,
34_2,FULLW,34_2_PM_3,,,,
34_2,FULLW,34_2_PM_4,,,,
34_2,FULLW,34_2_PM_5,,,,
34_2,FULLW,34_2_PM_6,,,,
34_2,FULLW,34_2_PM_7,,,,
34_2,FULLW,34_2_PM_8,,,,
34_2,FULLW,34_2_PM_9,,,,
34_2,FULLW,34_2_PM_10,,,,
34_2,FULLW,34_2_PM_11,,,,
34_2,FULLW,34_2_PM_12,,,,
34_2,FULLW,34_2_PM_13,,,,
34_2,FULLW,34_2_PM_14,,,,
34_2,FULLW,34_2_PM_15,,,,
34_2,FULLW,34_2_PM_16,,,,
34_2,FULLW,34_2_PM_17,,,,
34_2,FULLW,34_2_PM_18,,,,
34_2,FULLW,34_2_PM_19,,,,
34_2,FULLW,34_2_PM_20,,,,
34_2,FULLW,34_2_PM_21,,,,
34_2,FULLW,34_2_PM_22,,,,
34_2,FULLW,34_2_PM_23,,,,
34_2,FULLW,34_2_PM_24,,,,
34_2,FULLW,34_2_PM_25,,,,
34_2,FULLW,34_2_PM_26,,,,
35A_1,FULLW,35A_1_PM_1,,,,
35A_1,FULLW,35A_1_PM_2,,,,
35A_1,FULLW,35A_1_PM_3,,,,
35A_1,FULLW,35A_1_PM_4,,,,
35A_1,FULLW,35A_1_PM_5,,,,
35A_1,FULLW,35A_1_PM_6,,,,
35A_1,FULLW,35A_1_PM_7,,,,
35A_1,FULLW,35A_1_PM_8,,,,
35A_1,FULLW,35A_1_PM_9,,,,
35A_1,FULLW,35A_1_PM_10,,,,
35A_1,FULLW,35A_1_PM_11,,,,
35A_1,FULLW,35A_1_PM_12,,,,
35A_1,FULLW,35A_1_PM_13,,,,
35A_1,FULLW,35A_1_PM_14,,,,
35A_2,FULLW,35A_2_PM_1,,,,
35A_2,FULLW,35A_2_PM_2,,,,
35A_2,FULLW,35A_2_PM_3,,,,
35A_2,FULLW,35A_2_PM_4,,,,
35A_2,FULLW,35A_2_PM_5,,,,
35A_2,FULLW,35A_2_PM_6,,,,
35A_2,FULLW,35A_2_PM_7,,,,
35A_2,FULLW,35A_2_PM_8,,,,
35A_2,FULLW,35A_2_PM_9,,,,
35A_2,FULLW,35A_2_PM_10,,,,
35A_2,FULLW,35A_2_PM_11,,,,
35A_2,FULLW,35A_2_PM_12,,,,
35A_2,FULLW,35A_2_PM_13,,,,
35A_2,FULLW,35A_2_PM_14,,,,
35B_1,FULLW,35B_1_PM_1,,,,
35B_1,FULLW,35B_1_PM_2,,,,
35B_1,FULLW,35B_1_PM_3,,,,
35B_1,FULLW,35B_1_PM_4,,,,
35B_1,FULLW,35B_1_PM_5,,,,
35B_1,FULLW,35B_1_PM_6,,,,
35B_1,FULLW,35B_1_PM_7,,,,
35B_1,FULLW,35B_1_PM_8,,,,
35B_1,FULLW,35B_1_PM_9,,,,
35B_1,FULLW,35B_1_PM_10,,,,
35B_1,FULLW,35B_1_PM_11,,,,
35B_1,FULLW,35B_1_PM_12,,,,
35B_1,FULLW,35B_1_PM_13,,,,
35B_1,FULLW,35B_1_PM_14,,,,
35B_2,FULLW,35B_2_PM_1,,,,
35B_2,FULLW,35B_2_PM_2,,,,
35B_2,FULLW,35B_2_PM_3,,,,
35B_2,FULLW,35B_2_PM_4,,,,
35B_2,FULLW,35B_2_PM_5,,,,
35B_2,FULLW,35B_2_PM_6,,,,
35B_2,FULLW,35B_2_PM_7,,,,
35B_2,FULLW,35B_2_PM_8,,,,
35B_2,FULLW,35B_2_PM_9,,,,
35B_2,FULLW,35B_2_PM_10,,,,
35B_2,FULLW,35B_2_PM_11,,,,
35B_2,FULLW,35B_2_PM_12,,,,
35B_2,FULLW,35B_2_PM_13,,,,
35B_2,FULLW,35B_2_PM_14,,,,
36_1,FULLW,36_1_PM_1,,,,
36_1,FULLW,36_1_PM_2,,,,
36_1,FULLW,36_1_PM_3,,,,
36_1,FULLW,36_1_PM_4,,,,
36_1,FULLW,36_1_PM_5,,,,
36_1,FULLW,36_1_PM_6,,,,
36_1,FULLW,36_1_PM_7,,,,
36_1,FULLW,36_1_PM_8,,,,
36_1,FULLW,36_1_PM_9,,,,
36_1,FULLW,36_1_PM_10,,,,
36_1,FULLW,36_1_PM_11,,,,
36_1,FULLW,36_1_PM_12,,,,
36_1,FULLW,36_1_PM_13,,,,
36_1,FULLW,36_1_PM_14,,,,
36_1,FULLW,36_1_PM_15,,,,
36_2,FULLW,36_2_PM_1,,,,
36_2,FULLW,36_2_PM_2,,,,
36_2,FULLW,36_2_PM_3,,,,
36_2,FULLW,36_2_PM_4,,,,
36_2,FULLW,36_2_PM_5,,,,
36_2,FULLW,36_2_PM_6,,,,
36_2,FULLW,36_2_PM_7,,,,
36_2,FULLW,36_2_PM_8,,,,
36_2,FULLW,36_2_PM_9,,,,
36_2,FULLW,36_2_PM_10,,,,
36_2,FULLW,36_2_PM_11,,,,
36_2,FULLW,36_2_PM_12,,,,
36_2,FULLW,36_2_PM_13,,,,
36_2,FULLW,36_2_PM_14,,,,
36_2,FULLW,36_2_PM_15,,,,
37_1,FULLW,37_1_PM_1,,,,
37_1,FULLW,37_1_PM_2,,,,
37_1,FULLW,37_1_PM_3,,,,
37_1,FULLW,37_1_PM_4,,,,
37_1,FULLW,37_1_PM_5,,,,
37_1,FULLW,37_1_PM_6,,,,
37_1,FULLW,37_1_PM_7,,,,
37_1,FULLW,37_1_PM_8,,,,
37_1,FULLW,37_1_PM_9,,,,
37_1,FULLW,37_1_PM_10,,,,
37_1,FULLW,37_1_PM_11,,,,
37_1,FULLW,37_1_PM_12,,,,
37_1,FULLW,37_1_PM_13,,,,
37_1,FULLW,37_1_PM_14,,,,
37_1,FULLW,37_1_PM_15,,,,
37_1,FULLW,37_1_PM_16,,,,
37_1,FULLW,37_1_PM_17,,,,
37_1,FULLW,37_1_PM_18,,,,
37_1,FULLW,37_1_PM_19,,,,
37_2,FULLW,37_2_PM_1,,,,
37_2,FULLW,37_2_PM_2,,,,
37_2,FULLW,37_2_PM_3,,,,
37_2,FULLW,37_2_PM_4,,,,
37_2,FULLW,37_2_PM_5,,,,
37_2,FULLW,37_2_PM_6,,,,
37_2,FULLW,37_2_PM_7,,,,
37_2,FULLW,37_2_PM_8,,,,
37_2,FULLW,37_2_PM_9,,,,
37_2,FULLW,37_2_PM_10,,,,
37_2,FULLW,37_2_PM_11,,,,
37_2,FULLW,37_2_PM_12,,,,
37_2,FULLW,37_2_PM_13,,,,
37_2,FULLW,37_2_PM_14,,,,
37_2,FULLW,37_2_PM_15,,,,
37_2,FULLW,37_2_PM_16,,,,
37_2,FULLW,37_2_PM_17,,,,
37_2,FULLW,37_2_PM_18,,,,
37_2,FULLW,37_2_PM_19,,,,
38_1,FULLW,38_1_PM_1,,,,
38_1,FULLW,38_1_PM_2,,,,
38_1,FULLW,38_1_PM_3,,,,
38_1,FULLW,38_1_PM_4,,,,
38_1,FULLW,38_1_PM_5,,,,
38_1,FULLW,38_1_PM_6,,,,
38_1,FULLW,38_1_PM_7,,,,
38_1,FULLW,38_1_PM_8,,,,
38_1,FULLW,38_1_PM_9,,,,
38_1,FULLW,38_1_PM_10,,,,
38_1,FULLW,38_1_PM_11,,,,
38_1,FULLW,38_1_PM_12,,,,
38_1,FULLW,38_1_PM_13,,,,
38_1,FULLW,38_1_PM_14,,,,
38_2,FULLW,38_2_PM_1,,,,
38_2,FULLW,38_2_PM_2,,,,
38_2,FULLW,38_2_PM_3,,,,
38_2,FULLW,38_2_PM_4,,,,
38_2,FULLW,38_2_PM_5,,,,
38_2,FULLW,38_2_PM_6,,,,
38_2,FULLW,38_2_PM_7,,,,
38_2,FULLW,38_2_PM_8,,,,
38_2,FULLW,38_2_PM_9,,,,
38_2,FULLW,38_2_PM_10,,,,
38_2,FULLW,38_2_PM_11,,,,
