stop_id,stop_code,stop_name,stop_lat,stop_lon,location_type,parent_station,wheelchair_boarding
stop_point:SP_4597,70860,République,43.39932382916407,1.2688382456138652,0,stop_area:SA_2258,2
stop_point:SP_4598,72000,La Carrère,43.46623244148752,1.2502896373394279,0,stop_area:SA_2260,1
stop_point:SP_4599,70811,Route De Toulouse,43.39749335156392,1.2557979069636451,0,stop_area:SA_2259,1
stop_point:SP_460,2250,IUT Rangueil,43.56953518824816,1.4653220055287148,0,stop_area:SA_896,1
stop_point:SP_4600,72191,Cabanac,43.46764856451914,1.2407496510631386,0,stop_area:SA_2253,2
stop_point:SP_4601,70870,Cazaleres,43.3974273421744,1.2933031165001256,0,stop_area:SA_2251,2
stop_point:SP_4602,72200,Grand Place,43.464577348774284,1.217726025702729,0,stop_area:SA_2262,1
stop_point:SP_4603,70851,Mairie Lavernose,43.39647127513003,1.2617023422271236,0,stop_area:SA_2263,2
stop_point:SP_4604,70820,Graves,43.39124076679435,1.2537272300997726,0,stop_area:SA_2266,1
stop_point:SP_4605,70810,Route De Toulouse,43.39728130307137,1.2555344558621226,0,stop_area:SA_2256,1
stop_point:SP_4606,70801,Mairie St-Hilaire,43.41942809666026,1.27743679183585,0,stop_area:SA_2265,1
stop_point:SP_4607,72130,Banqué,43.46265222904104,1.2473135702082174,0,stop_area:SA_2252,1
stop_point:SP_4608,72301,St-Clar Mairie,43.46553022645215,1.216010656497858,0,stop_area:SA_2249,1
stop_point:SP_4609,70881,Le Fauga Cimetière,43.398398207769304,1.297231963108977,0,stop_area:SA_2261,2
stop_point:SP_461,835,Empalot,43.58006715979931,1.442047891525404,0,stop_area:SA_1099,1
stop_point:SP_4610,72110,Ecoles Labastidette,43.460456583552435,1.2490124709312722,0,stop_area:SA_2254,1
stop_point:SP_4611,70931,Boulbennes,43.50116931285414,1.307292820086571,0,stop_area:SA_2273,1
stop_point:SP_4612,71010,René Zago,43.51177970334348,1.1882774392081226,0,stop_area:SA_2275,1
stop_point:SP_4613,70940,Chemin des Enlucs,43.50419172622852,1.3030339136541598,0,stop_area:SA_2274,1
stop_point:SP_4614,70961,Chemin Du Bois,43.52506177350271,1.2695602583840466,0,stop_area:SA_2272,1
stop_point:SP_4615,71001,Collège St Lys,43.512291320091364,1.1845004032671427,0,stop_area:SA_2280,1
stop_point:SP_4616,70951,Chemin Du Raisin,43.52211356233952,1.2792337483765952,0,stop_area:SA_2271,1
stop_point:SP_4617,71011,René Zago,43.51199359074626,1.1873456602690848,0,stop_area:SA_2275,1
stop_point:SP_4618,70930,Boulbennes,43.50128561502426,1.3073302369982531,0,stop_area:SA_2273,1
stop_point:SP_4619,70960,Chemin Du Bois,43.52515407883281,1.2695325941186246,0,stop_area:SA_2267,1
stop_point:SP_462,18130,Cabirol,43.59705610496157,1.3279875456697725,0,stop_area:SA_1642,1
stop_point:SP_4620,70900,Rabi,43.49569529069629,1.3042456113329821,0,stop_area:SA_2278,2
stop_point:SP_4621,71021,St Lys ZA Du Boutet,43.51309376724513,1.197348179250186,0,stop_area:SA_2270,1
stop_point:SP_4622,70911,Mounicard,43.497131462098274,1.3000157131421426,0,stop_area:SA_2277,2
