stop_id,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url
100_2_S21,STOP_100_2_S21,,21.04585107,105.8806378,,
100_2_S22,STOP_100_2_S22,,21.04579907,105.8751233,,
100_2_S23,STOP_100_2_S23,,21.04260114,105.870286,,
100_2_S24,STOP_100_2_S24,,21.03796591,105.8528238,,
100_2_S25,STOP_100_2_S25,,21.04173248,105.8493072,,
100_2_S26,STOP_100_2_S26,,21.04343244,105.8476572,,
101_1_S1,STOP_101_1_S1,,20.98010068,105.8417574,,
101_1_S2,STOP_101_1_S2,,20.98380059,105.8441573,,
101_1_S3,STOP_101_1_S3,,20.98153398,105.8451406,,
101_1_S4,STOP_101_1_S4,,20.97651743,105.8406241,,
101_1_S5,STOP_101_1_S5,,20.97203421,105.8406074,,
101_1_S6,STOP_101_1_S6,,20.96512805,105.8416727,,
101_1_S7,STOP_101_1_S7,,20.96031417,105.8420267,,
101_1_S8,STOP_101_1_S8,,20.95523463,105.8430574,,
101_1_S9,STOP_101_1_S9,,20.9523847,105.8436574,,
101_1_S10,STOP_101_1_S10,,20.94680151,105.8440074,,
101_1_S11,STOP_101_1_S11,,20.94253495,105.8437074,,
101_1_S12,STOP_101_1_S12,,20.9391517,105.844124,,
101_1_S13,STOP_101_1_S13,,20.93555179,105.845574,,
101_1_S14,STOP_101_1_S14,,20.9324352,105.8468073,,
101_1_S15,STOP_101_1_S15,,20.927052,105.8491406,,
101_1_S16,STOP_101_1_S16,,20.92331877,105.8514406,,
101_1_S17,STOP_101_1_S17,,20.91891721,105.8521485,,
101_1_S18,STOP_101_1_S18,,20.9124857,105.8522239,,
101_1_S19,STOP_101_1_S19,,20.90776915,105.8524905,,
101_1_S20,STOP_101_1_S20,,20.90363592,105.8529405,,
101_1_S21,STOP_101_1_S21,,20.89380284,105.8559071,,
101_1_S22,STOP_101_1_S22,,20.88855297,105.8575738,,
101_1_S23,STOP_101_1_S23,,20.88018651,105.8601904,,
101_1_S24,STOP_101_1_S24,,20.87490331,105.8628737,,
101_1_S25,STOP_101_1_S25,,20.86917012,105.865057,,
101_1_S26,STOP_101_1_S26,,20.86385359,105.8668569,,
101_1_S27,STOP_101_1_S27,,20.8542705,105.8700735,,
101_1_S28,STOP_101_1_S28,,20.84303745,105.8726235,,
101_1_S29,STOP_101_1_S29,,20.83100442,105.87754,,
101_1_S30,STOP_101_1_S30,,20.8236546,105.8817066,,
101_1_S31,STOP_101_1_S31,,20.80665503,105.8837733,,
101_1_S32,STOP_101_1_S32,,20.79717193,105.8866065,,
101_1_S33,STOP_101_1_S33,,20.78597221,105.8920064,,
101_1_S34,STOP_101_1_S34,,20.77348919,105.8990229,,
101_1_S35,STOP_101_1_S35,,20.76940597,105.9032228,,
101_1_S36,STOP_101_1_S36,,20.76240614,105.9092227,,
101_1_S37,STOP_101_1_S37,,20.7562113,105.9117263,,
101_1_S38,STOP_101_1_S38,,20.74723986,105.9113393,,
101_1_S39,STOP_101_1_S39,,20.74154,105.9132726,,
101_1_S40,STOP_101_1_S40,,20.73799009,105.913306,,
101_1_S41,STOP_101_1_S41,,20.73127359,105.912206,,
101_1_S42,STOP_101_1_S42,,20.72095718,105.9113394,,
101_1_S43,STOP_101_1_S43,,20.71584064,105.9105727,,
101_1_S44,STOP_101_1_S44,,20.70825749,105.9104061,,
101_1_S45,STOP_101_1_S45,,20.70329095,105.9101894,,
101_1_S46,STOP_101_1_S46,,20.6958648,105.9078175,,
101_1_S47,STOP_101_1_S47,,20.69509115,105.9021729,,
101_1_S48,STOP_101_1_S48,,20.69439116,105.8976897,,
101_1_S49,STOP_101_1_S49,,20.69192455,105.8876899,,
101_1_S50,STOP_101_1_S50,,20.69170788,105.8802401,,
101_1_S51,STOP_101_1_S51,,20.69405782,105.8724569,,
101_1_S52,STOP_101_1_S52,,20.69677442,105.8652737,,
101_1_S53,STOP_101_1_S53,,20.69954101,105.8588739,,
101_1_S54,STOP_101_1_S54,,20.70199094,105.8506574,,
101_1_S55,STOP_101_1_S55,,20.70559085,105.8440409,,
101_1_S56,STOP_101_1_S56,,20.70760746,105.8394743,,
101_1_S57,STOP_101_1_S57,,20.71327399,105.8352911,,
101_1_S58,STOP_101_1_S58,,20.71970716,105.8319411,,
101_1_S59,STOP_101_1_S59,,20.7243737,105.8288412,,
101_1_S60,STOP_101_1_S60,,20.7324735,105.8191747,,
101_1_S61,STOP_101_1_S61,,20.72977355,105.8033251,,
101_1_S62,STOP_101_1_S62,,20.72852358,105.7963253,,
101_1_S63,STOP_101_1_S63,,20.72832358,105.7830089,,
101_1_S64,STOP_101_1_S64,,20.73075684,105.7756924,,
101_1_S65,STOP_101_1_S65,,20.73217347,105.7708092,,
101_1_S66,STOP_101_1_S66,,20.73497373,105.7693095,,
101_2_S1,STOP_101_2_S1,,20.73497373,105.7693095,,
101_2_S2,STOP_101_2_S2,,20.73222347,105.7706258,,
101_2_S3,STOP_101_2_S3,,20.73072351,105.7754591,,
101_2_S4,STOP_101_2_S4,,20.72827358,105.7831256,,
101_2_S5,STOP_101_2_S5,,20.72847358,105.7964419,,
101_2_S6,STOP_101_2_S6,,20.72994022,105.8037751,,
101_2_S7,STOP_101_2_S7,,20.7324235,105.8191081,,
101_2_S8,STOP_101_2_S8,,20.72425704,105.8288079,,
101_2_S9,STOP_101_2_S9,,20.71974049,105.8317745,,
101_2_S10,STOP_101_2_S10,,20.712774,105.8353077,,
101_2_S11,STOP_101_2_S11,,20.7073908,105.8397243,,
101_2_S12,STOP_101_2_S12,,20.70557418,105.8438576,,
101_2_S13,STOP_101_2_S13,,20.70199094,105.8506574,,
101_2_S14,STOP_101_2_S14,,20.69679108,105.8649571,,
101_2_S15,STOP_101_2_S15,,20.69400782,105.8725569,,
101_2_S16,STOP_101_2_S16,,20.69184121,105.8795401,,
101_2_S17,STOP_101_2_S17,,20.69194122,105.8882732,,
101_2_S18,STOP_101_2_S18,,20.6942745,105.898973,,
101_2_S19,STOP_101_2_S19,,20.69505782,105.9022563,,
101_2_S20,STOP_101_2_S20,,20.69620779,105.9091728,,
101_2_S21,STOP_101_2_S21,,20.70232431,105.9103727,,
101_2_S22,STOP_101_2_S22,,20.70930747,105.9106394,,
101_2_S23,STOP_101_2_S23,,20.714874,105.9106061,,
101_2_S24,STOP_101_2_S24,,20.72160716,105.9116894,,
101_2_S25,STOP_101_2_S25,,20.73197357,105.9122727,,
101_2_S26,STOP_101_2_S26,,20.73712344,105.9130393,,
101_2_S27,STOP_101_2_S27,,20.74188999,105.913256,,
101_2_S28,STOP_101_2_S28,,20.74650654,105.9116893,,
101_2_S29,STOP_101_2_S29,,20.75323971,105.911356,,
101_2_S30,STOP_101_2_S30,,20.7630228,105.9087561,,
101_2_S31,STOP_101_2_S31,,20.76930597,105.9034728,,
101_2_S32,STOP_101_2_S32,,20.77398918,105.8986729,,
101_2_S33,STOP_101_2_S33,,20.78565555,105.8922231,,
101_2_S34,STOP_101_2_S34,,20.79660528,105.8869399,,
101_2_S35,STOP_101_2_S35,,20.8063717,105.8838233,,
101_2_S36,STOP_101_2_S36,,20.82313795,105.8820899,,
101_2_S37,STOP_101_2_S37,,20.8303711,105.8779734,,
101_2_S38,STOP_101_2_S38,,20.84287078,105.8727401,,
101_2_S39,STOP_101_2_S39,,20.8540205,105.8701902,,
101_2_S40,STOP_101_2_S40,,20.86482023,105.8665903,,
101_2_S41,STOP_101_2_S41,,20.87072009,105.8647236,,
101_2_S42,STOP_101_2_S42,,20.87646994,105.862357,,
101_2_S43,STOP_101_2_S43,,20.8795532,105.860657,,
101_2_S44,STOP_101_2_S44,,20.88723634,105.8580571,,
101_2_S45,STOP_101_2_S45,,20.89428616,105.8558238,,
101_2_S46,STOP_101_2_S46,,20.90223596,105.8534739,,
101_2_S47,STOP_101_2_S47,,20.90780249,105.8525739,,
101_2_S48,STOP_101_2_S48,,20.91148573,105.8523905,,
101_2_S49,STOP_101_2_S49,,20.91885221,105.8522572,,
101_2_S50,STOP_101_2_S50,,20.92318544,105.8515905,,
101_2_S51,STOP_101_2_S51,,20.92696867,105.8494073,,
101_2_S52,STOP_101_2_S52,,20.93218988,105.8471486,,
101_2_S53,STOP_101_2_S53,,20.93570179,105.8457907,,
101_2_S54,STOP_101_2_S54,,20.93933503,105.8443407,,
101_2_S55,STOP_101_2_S55,,20.94440157,105.8444074,,
101_2_S56,STOP_101_2_S56,,20.9472515,105.8443074,,
101_2_S57,STOP_101_2_S57,,20.95187938,105.8439787,,
101_2_S58,STOP_101_2_S58,,20.95585128,105.843224,,
101_2_S59,STOP_101_2_S59,,20.95815123,105.8427574,,
101_2_S60,STOP_101_2_S60,,20.96416774,105.8419574,,
101_2_S61,STOP_101_2_S61,,20.9712969,105.8411207,,
101_2_S62,STOP_101_2_S62,,20.98010068,105.8417574,,
102_1_S1,STOP_102_1_S1,,20.95025136,105.7475095,,
102_1_S2,STOP_102_1_S2,,20.94571814,105.7425596,,
102_1_S3,STOP_102_1_S3,,20.94185956,105.7366671,,
102_1_S4,STOP_102_1_S4,,20.93878497,105.7305099,,
102_1_S5,STOP_102_1_S5,,20.93525172,105.7235234,,
102_1_S6,STOP_102_1_S6,,20.93250178,105.7193435,,
102_1_S7,STOP_102_1_S7,,20.93071849,105.7166269,,
102_1_S8,STOP_102_1_S8,,20.92550495,105.7088117,,
102_1_S9,STOP_102_1_S9,,20.92301867,105.7023105,,
102_1_S10,STOP_102_1_S10,,20.91883544,105.7008939,,
102_1_S11,STOP_102_1_S11,,20.91655217,105.7014772,,
102_1_S12,STOP_102_1_S12,,20.91256893,105.6997939,,
102_1_S13,STOP_102_1_S13,,20.90145254,105.6978773,,
102_1_S14,STOP_102_1_S14,,20.89605268,105.6978607,,
102_1_S15,STOP_102_1_S15,,20.89068614,105.698944,,
102_1_S16,STOP_102_1_S16,,20.88806954,105.6997606,,
102_1_S17,STOP_102_1_S17,,20.88170304,105.700094,,
102_1_S18,STOP_102_1_S18,,20.87400323,105.7014773,,
102_1_S19,STOP_102_1_S19,,20.87010333,105.7011106,,
102_1_S20,STOP_102_1_S20,,20.86478679,105.7000273,,
102_1_S21,STOP_102_1_S21,,20.8603869,105.7008606,,
102_1_S22,STOP_102_1_S22,,20.85587035,105.7020606,,
102_1_S23,STOP_102_1_S23,,20.84278734,105.7050772,,
102_1_S24,STOP_102_1_S24,,20.84032073,105.7012273,,
102_1_S25,STOP_102_1_S25,,20.83502087,105.7036106,,
102_1_S26,STOP_102_1_S26,,20.82785438,105.7028939,,
102_1_S27,STOP_102_1_S27,,20.82102122,105.7043439,,
102_1_S28,STOP_102_1_S28,,20.81408806,105.7046772,,
102_1_S29,STOP_102_1_S29,,20.80995482,105.7042606,,
102_1_S30,STOP_102_1_S30,,20.8069649,105.7090098,,
102_1_S31,STOP_102_1_S31,,20.80270501,105.7099271,,
102_1_S32,STOP_102_1_S32,,20.79280526,105.7145104,,
102_1_S33,STOP_102_1_S33,,20.78792205,105.717777,,
102_1_S34,STOP_102_1_S34,,20.77723899,105.73041,,
102_1_S35,STOP_102_1_S35,,20.77750566,105.7428264,,
102_1_S36,STOP_102_1_S36,,20.77592237,105.7493263,,
102_1_S37,STOP_102_1_S37,,20.77007252,105.7642926,,
102_1_S38,STOP_102_1_S38,,20.7668726,105.7659759,,
102_1_S39,STOP_102_1_S39,,20.76120608,105.7665592,,
102_1_S40,STOP_102_1_S40,,20.75830615,105.7663926,,
102_1_S41,STOP_102_1_S41,,20.74780641,105.7679425,,
102_1_S42,STOP_102_1_S42,,20.74068993,105.7699925,,
102_1_S43,STOP_102_1_S43,,20.73634003,105.7705092,,
102_1_S44,STOP_102_1_S44,,20.73497373,105.7693165,,
102_2_S1,STOP_102_2_S1,,20.73497373,105.7693165,,
102_2_S2,STOP_102_2_S2,,20.73614004,105.7706092,,
102_2_S3,STOP_102_2_S3,,20.74077326,105.7700592,,
102_2_S4,STOP_102_2_S4,,20.74723976,105.7681592,,
102_2_S5,STOP_102_2_S5,,20.75777283,105.7663426,,
102_2_S6,STOP_102_2_S6,,20.76128941,105.7666426,,
102_2_S7,STOP_102_2_S7,,20.76652261,105.7666592,,
102_2_S8,STOP_102_2_S8,,20.76990586,105.7644926,,
102_2_S9,STOP_102_2_S9,,20.7759557,105.7497929,,
102_2_S10,STOP_102_2_S10,,20.777239,105.744443,,
102_2_S11,STOP_102_2_S11,,20.77737232,105.73056,,
102_2_S12,STOP_102_2_S12,,20.7883387,105.7176436,,
102_2_S13,STOP_102_2_S13,,20.79237194,105.714827,,
102_2_S14,STOP_102_2_S14,,20.803155,105.7098438,,
102_2_S15,STOP_102_2_S15,,20.80703823,105.7090605,,
102_2_S16,STOP_102_2_S16,,20.81008815,105.7043273,,
102_2_S17,STOP_102_2_S17,,20.8138214,105.7047439,,
102_2_S18,STOP_102_2_S18,,20.82067123,105.7044439,,
102_2_S19,STOP_102_2_S19,,20.8281877,105.7029939,,
102_2_S20,STOP_102_2_S20,,20.83463754,105.7039106,,
102_2_S21,STOP_102_2_S21,,20.84035407,105.7013773,,
102_2_S22,STOP_102_2_S22,,20.84195403,105.7054272,,
102_2_S23,STOP_102_2_S23,,20.85700365,105.7018439,,
102_2_S24,STOP_102_2_S24,,20.86100355,105.7007606,,
102_2_S25,STOP_102_2_S25,,20.86330349,105.7001106,,
102_2_S26,STOP_102_2_S26,,20.86993666,105.7011106,,
102_2_S27,STOP_102_2_S27,,20.87460321,105.7016439,,
102_2_S28,STOP_102_2_S28,,20.88223636,105.700144,,
102_2_S29,STOP_102_2_S29,,20.88866953,105.699694,,
102_2_S30,STOP_102_2_S30,,20.89118613,105.6988273,,
102_2_S31,STOP_102_2_S31,,20.89595268,105.697894,,
102_2_S32,STOP_102_2_S32,,20.90338583,105.697844,,
102_2_S33,STOP_102_2_S33,,20.91230227,105.6998106,,
102_2_S34,STOP_102_2_S34,,20.91703549,105.7016439,,
102_2_S35,STOP_102_2_S35,,20.91906877,105.7007939,,
102_2_S36,STOP_102_2_S36,,20.92385199,105.7031605,,
102_2_S37,STOP_102_2_S37,,20.92603527,105.7099437,,
102_2_S38,STOP_102_2_S38,,20.93000184,105.7156769,,
102_2_S39,STOP_102_2_S39,,20.93231479,105.7191685,,
102_2_S40,STOP_102_2_S40,,20.93481839,105.7227767,,
102_2_S41,STOP_102_2_S41,,20.93853497,105.7302432,,
102_2_S42,STOP_102_2_S42,,20.94228488,105.7376097,,
102_2_S43,STOP_102_2_S43,,20.94508482,105.7418596,,
102_2_S44,STOP_102_2_S44,,20.94753476,105.7451762,,
102_2_S45,STOP_102_2_S45,,20.95025136,105.7475095,,
103_1_S1,STOP_103_1_S1,,21.02834943,105.7783421,,
103_1_S2,STOP_103_1_S2,,21.02356622,105.7782921,,
103_1_S3,STOP_103_1_S3,,21.01885767,105.781103,,
103_1_S4,STOP_103_1_S4,,21.0149831,105.7840753,,
103_1_S5,STOP_103_1_S5,,21.01151653,105.7868919,,
103_1_S6,STOP_103_1_S6,,21.00701664,105.7905252,,
103_1_S7,STOP_103_1_S7,,21.00285008,105.7939418,,
103_1_S8,STOP_103_1_S8,,20.99833353,105.7946918,,
103_1_S9,STOP_103_1_S9,,20.99588358,105.7911252,,
103_1_S10,STOP_103_1_S10,,20.99431029,105.7888529,,
103_1_S11,STOP_103_1_S11,,20.99170035,105.7841753,,
103_1_S12,STOP_103_1_S12,,20.98848376,105.7794588,,
103_1_S13,STOP_103_1_S13,,20.9858005,105.7801254,,
103_1_S14,STOP_103_1_S14,,20.9859145,105.783816,,
103_1_S15,STOP_103_1_S15,,20.98392855,105.7880549,,
103_1_S16,STOP_103_1_S16,,20.98065163,105.7877419,,
103_1_S17,STOP_103_1_S17,,20.97952566,105.786296,,
103_1_S18,STOP_103_1_S18,,20.97573408,105.7813921,,
103_1_S19,STOP_103_1_S19,,20.97271749,105.7822587,,
103_1_S20,STOP_103_1_S20,,20.96923424,105.7852253,,
103_1_S21,STOP_103_1_S21,,20.9671343,105.7893252,,
103_1_S22,STOP_103_1_S22,,20.96473436,105.7939251,,
103_1_S23,STOP_103_1_S23,,20.96283441,105.7947251,,
103_1_S24,STOP_103_1_S24,,20.96086779,105.7921252,,
103_1_S25,STOP_103_1_S25,,20.94916808,105.7862087,,
103_1_S26,STOP_103_1_S26,,20.94003497,105.7837587,,
103_1_S27,STOP_103_1_S27,,20.91936882,105.7837587,,
103_1_S28,STOP_103_1_S28,,20.89203617,105.7939752,,
103_1_S29,STOP_103_1_S29,,20.88818626,105.7842587,,
103_1_S30,STOP_103_1_S30,,20.88683629,105.7807255,,
103_1_S31,STOP_103_1_S31,,20.88785293,105.7730923,,
103_1_S32,STOP_103_1_S32,,20.88846958,105.7651592,,
103_1_S33,STOP_103_1_S33,,20.87856982,105.759376,,
103_1_S34,STOP_103_1_S34,,20.87143666,105.7585927,,
103_1_S35,STOP_103_1_S35,,20.86519749,105.7609596,,
103_1_S36,STOP_103_1_S36,,20.86020361,105.7639426,,
103_1_S37,STOP_103_1_S37,,20.85643704,105.7662258,,
103_1_S38,STOP_103_1_S38,,20.8528538,105.7688591,,
103_1_S39,STOP_103_1_S39,,20.84290405,105.7704258,,
103_1_S40,STOP_103_1_S40,,20.83590422,105.7714257,,
103_1_S41,STOP_103_1_S41,,20.82922106,105.7722591,,
103_1_S42,STOP_103_1_S42,,20.81785467,105.774359,,
103_1_S43,STOP_103_1_S43,,20.81383811,105.775559,,
103_1_S44,STOP_103_1_S44,,20.80818825,105.7762923,,
103_1_S45,STOP_103_1_S45,,20.80022178,105.7780756,,
103_1_S46,STOP_103_1_S46,,20.79563856,105.7792423,,
103_1_S47,STOP_103_1_S47,,20.78717211,105.7796089,,
103_1_S48,STOP_103_1_S48,,20.77455575,105.7704425,,
103_1_S49,STOP_103_1_S49,,20.7671226,105.7682759,,
103_1_S50,STOP_103_1_S50,,20.76120608,105.7665592,,
103_1_S51,STOP_103_1_S51,,20.75830615,105.7663926,,
103_1_S52,STOP_103_1_S52,,20.74780641,105.7679425,,
103_1_S53,STOP_103_1_S53,,20.74068993,105.7699925,,
103_1_S54,STOP_103_1_S54,,20.73634003,105.7705092,,
103_1_S55,STOP_103_1_S55,,20.73222347,105.7706258,,
103_1_S56,STOP_103_1_S56,,20.72740692,105.7715258,,
103_1_S57,STOP_103_1_S57,,20.724407,105.7724758,,
103_1_S58,STOP_103_1_S58,,20.71504056,105.7677759,,
103_1_S59,STOP_103_1_S59,,20.70699076,105.7639593,,
103_1_S60,STOP_103_1_S60,,20.70087425,105.7619927,,
103_1_S61,STOP_103_1_S61,,20.6916078,105.7531263,,
103_1_S62,STOP_103_1_S62,,20.68917486,105.748522,,
103_1_S63,STOP_103_1_S63,,20.68644126,105.7433265,,
103_1_S64,STOP_103_1_S64,,20.68422465,105.7431598,,
103_1_S65,STOP_103_1_S65,,20.67939144,105.7481597,,
103_1_S66,STOP_103_1_S66,,20.67547487,105.7525429,,
103_1_S67,STOP_103_1_S67,,20.66604178,105.7632594,,
103_1_S68,STOP_103_1_S68,,20.66352518,105.7676593,,
103_1_S69,STOP_103_1_S69,,20.65687535,105.7766591,,
103_1_S70,STOP_103_1_S70,,20.64269237,105.7834256,,
103_1_S71,STOP_103_1_S71,,20.62980936,105.7877589,,
103_1_S72,STOP_103_1_S72,,20.6281094,105.7824923,,
103_1_S73,STOP_103_1_S73,,20.62597612,105.7769258,,
103_1_S74,STOP_103_1_S74,,20.6241595,105.7757258,,
103_1_S75,STOP_103_1_S75,,20.61977628,105.7803424,,
103_1_S76,STOP_103_1_S76,,20.61735967,105.7834756,,
103_1_S77,STOP_103_1_S77,,20.61537639,105.7857256,,
103_1_S78,STOP_103_1_S78,,20.61389309,105.7879255,,
103_2_S1,STOP_103_2_S1,,20.61389309,105.7879255,,
103_2_S2,STOP_103_2_S2,,20.61519306,105.7862589,,
103_2_S3,STOP_103_2_S3,,20.61709301,105.783709,,
103_2_S4,STOP_103_2_S4,,20.6187763,105.7822423,,
103_2_S5,STOP_103_2_S5,,20.6225762,105.7774091,,
103_2_S6,STOP_103_2_S6,,20.62587612,105.7769091,,
103_2_S7,STOP_103_2_S7,,20.6280594,105.7826423,,
103_2_S8,STOP_103_2_S8,,20.62994269,105.7879255,,
103_2_S9,STOP_103_2_S9,,20.64280904,105.7835423,,
103_2_S10,STOP_103_2_S10,,20.65694201,105.7768091,,
103_2_S11,STOP_103_2_S11,,20.66367517,105.7677426,,
103_2_S12,STOP_103_2_S12,,20.66609178,105.7633927,,
103_2_S13,STOP_103_2_S13,,20.67562487,105.7525596,,
103_2_S14,STOP_103_2_S14,,20.67957477,105.748193,,
103_2_S15,STOP_103_2_S15,,20.68424131,105.7434098,,
103_2_S16,STOP_103_2_S16,,20.68643493,105.7437741,,
103_2_S17,STOP_103_2_S17,,20.68925786,105.7487763,,
103_2_S18,STOP_103_2_S18,,20.6917578,105.7536262,,
103_2_S19,STOP_103_2_S19,,20.7040075,105.7625594,,
103_2_S20,STOP_103_2_S20,,20.7065741,105.763876,,
103_2_S21,STOP_103_2_S21,,20.71734051,105.7678259,,
103_2_S22,STOP_103_2_S22,,20.72384035,105.7724258,,
103_2_S23,STOP_103_2_S23,,20.72727359,105.7715758,,
103_2_S24,STOP_103_2_S24,,20.73217347,105.7708092,,
103_2_S25,STOP_103_2_S25,,20.73614004,105.7706092,,
103_2_S26,STOP_103_2_S26,,20.74077326,105.7700592,,
103_2_S27,STOP_103_2_S27,,20.74723976,105.7681592,,
103_2_S28,STOP_103_2_S28,,20.75777283,105.7663426,,
103_2_S29,STOP_103_2_S29,,20.76128941,105.7666426,,
103_2_S30,STOP_103_2_S30,,20.76740593,105.7684759,,
103_2_S31,STOP_103_2_S31,,20.77397243,105.7702425,,
103_2_S32,STOP_103_2_S32,,20.78663879,105.7792923,,
103_2_S33,STOP_103_2_S33,,20.7942386,105.7796089,,
103_2_S34,STOP_103_2_S34,,20.8006551,105.7780589,,
103_2_S35,STOP_103_2_S35,,20.80938822,105.7761257,,
103_2_S36,STOP_103_2_S36,,20.81367145,105.775709,,
103_2_S37,STOP_103_2_S37,,20.81743802,105.7746423,,
103_2_S38,STOP_103_2_S38,,20.82810442,105.7724424,,
103_2_S39,STOP_103_2_S39,,20.83643754,105.7714257,,
103_2_S40,STOP_103_2_S40,,20.8435207,105.7704424,,
103_2_S41,STOP_103_2_S41,,20.85230381,105.7689924,,
103_2_S42,STOP_103_2_S42,,20.85558706,105.7669258,,
103_2_S43,STOP_103_2_S43,,20.86102026,105.7635092,,
103_2_S44,STOP_103_2_S44,,20.86563748,105.7607256,,
103_2_S45,STOP_103_2_S45,,20.87178665,105.7585927,,
103_2_S46,STOP_103_2_S46,,20.87911981,105.759576,,
103_2_S47,STOP_103_2_S47,,20.88840291,105.7650092,,
103_2_S48,STOP_103_2_S48,,20.88751961,105.7748756,,
103_2_S49,STOP_103_2_S49,,20.88686963,105.7797588,,
103_2_S50,STOP_103_2_S50,,20.88780294,105.7838421,,
103_2_S51,STOP_103_2_S51,,20.89228617,105.7942252,,
103_2_S52,STOP_103_2_S52,,20.91931882,105.7840921,,
103_2_S53,STOP_103_2_S53,,20.93901833,105.7839087,,
103_2_S54,STOP_103_2_S54,,20.94910141,105.786542,,
103_2_S55,STOP_103_2_S55,,20.96147811,105.7932778,,
103_2_S56,STOP_103_2_S56,,20.96260108,105.7946918,,
103_2_S57,STOP_103_2_S57,,20.96490003,105.7937988,,
103_2_S58,STOP_103_2_S58,,20.96750096,105.7889252,,
103_2_S59,STOP_103_2_S59,,20.97040088,105.7843087,,
103_2_S60,STOP_103_2_S60,,20.97291749,105.7824254,,
103_2_S61,STOP_103_2_S61,,20.97608407,105.7824421,,
103_2_S62,STOP_103_2_S62,,20.97986732,105.7872919,,
103_2_S63,STOP_103_2_S63,,20.98133395,105.7890419,,
103_2_S64,STOP_103_2_S64,,20.98370155,105.7883879,,
103_2_S65,STOP_103_2_S65,,20.98594849,105.783729,,
103_2_S66,STOP_103_2_S66,,20.98603382,105.7802254,,
103_2_S67,STOP_103_2_S67,,20.9883171,105.7795921,,
103_2_S68,STOP_103_2_S68,,20.99026705,105.782392,,
103_2_S69,STOP_103_2_S69,,20.99428362,105.7891586,,
103_2_S70,STOP_103_2_S70,,20.99595025,105.7915418,,
103_2_S71,STOP_103_2_S71,,20.9980082,105.7945648,,
103_2_S72,STOP_103_2_S72,,21.00411672,105.7935918,,
103_2_S73,STOP_103_2_S73,,21.00711664,105.7910752,,
103_2_S74,STOP_103_2_S74,,21.01301649,105.7863086,,
103_2_S75,STOP_103_2_S75,,21.01583675,105.784088,,
103_2_S76,STOP_103_2_S76,,21.01909967,105.7813587,,
103_2_S77,STOP_103_2_S77,,21.02314956,105.7788754,,
103_2_S78,STOP_103_2_S78,,21.02776645,105.7793021,,
103_2_S79,STOP_103_2_S79,,21.02834943,105.7783421,,
104_1_S1,STOP_104_1_S1,,21.01979964,105.767259,,
104_1_S2,STOP_104_1_S2,,21.02523284,105.7674423,,
104_1_S3,STOP_104_1_S3,,21.0254495,105.7713756,,
104_1_S4,STOP_104_1_S4,,21.02404954,105.7747422,,
104_1_S5,STOP_104_1_S5,,21.02199959,105.7776255,,
104_1_S6,STOP_104_1_S6,,21.01885767,105.781103,,
104_1_S7,STOP_104_1_S7,,21.01975765,105.784909,,
104_1_S8,STOP_104_1_S8,,21.02233293,105.7905085,,
104_1_S9,STOP_104_1_S9,,21.01631641,105.7941751,,
104_1_S10,STOP_104_1_S10,,21.01734972,105.7981917,,
104_1_S11,STOP_104_1_S11,,21.01933301,105.799425,,
104_1_S12,STOP_104_1_S12,,21.01816637,105.8021249,,
104_1_S13,STOP_104_1_S13,,21.0143498,105.8052915,,
104_1_S14,STOP_104_1_S14,,21.01171654,105.8086914,,
104_1_S15,STOP_104_1_S15,,21.00801663,105.8142247,,
104_1_S16,STOP_104_1_S16,,21.00245011,105.8173413,,
104_1_S17,STOP_104_1_S17,,21.00098814,105.8169733,,
104_1_S18,STOP_104_1_S18,,20.99891686,105.8176412,,
104_1_S19,STOP_104_1_S19,,20.99403365,105.814458,,
104_1_S20,STOP_104_1_S20,,20.98996708,105.813408,,
104_1_S21,STOP_104_1_S21,,20.98423389,105.815308,,
104_1_S22,STOP_104_1_S22,,20.98038399,105.8198745,,
104_1_S23,STOP_104_1_S23,,20.97488413,105.8252244,,
104_1_S24,STOP_104_1_S24,,20.9723842,105.8291077,,
104_1_S25,STOP_104_1_S25,,20.96896761,105.827991,,
104_1_S26,STOP_104_1_S26,,20.96395107,105.8252578,,
104_1_S27,STOP_104_1_S27,,20.96283443,105.8223078,,
104_1_S28,STOP_104_1_S28,,20.9586012,105.8225078,,
104_2_S1,STOP_104_2_S1,,20.9586012,105.8225078,,
104_2_S2,STOP_104_2_S2,,20.96311776,105.8222245,,
104_2_S3,STOP_104_2_S3,,20.96370108,105.8252911,,
104_2_S4,STOP_104_2_S4,,20.96746765,105.8263411,,
104_2_S5,STOP_104_2_S5,,20.96988426,105.8312076,,
104_2_S6,STOP_104_2_S6,,20.96990093,105.8308243,,
104_2_S7,STOP_104_2_S7,,20.97198421,105.8293577,,
104_2_S8,STOP_104_2_S8,,20.97510079,105.8252578,,
104_2_S9,STOP_104_2_S9,,20.98046732,105.8198245,,
104_2_S10,STOP_104_2_S10,,20.98451722,105.8152246,,
104_2_S11,STOP_104_2_S11,,20.99015041,105.8135247,,
104_2_S12,STOP_104_2_S12,,20.99408365,105.814558,,
104_2_S13,STOP_104_2_S13,,20.99903319,105.8176722,,
104_2_S14,STOP_104_2_S14,,21.00203345,105.8185912,,
104_2_S15,STOP_104_2_S15,,21.00310009,105.8171413,,
104_2_S16,STOP_104_2_S16,,21.0079333,105.814408,,
